LDCpointID,ProjectKey,PrimaryKey,DateVisited,Trt_Type_Major,Trt_Type_Sub,most_recent_comp,recent_trt_count
14156,BLM_AIM,20123217151501R2,2013-05-20,NA,NA,NA,NA
14157,BLM_AIM,20163217206403B2,2016-04-18,NA,NA,NA,NA
14158,BLM_AIM,18070312115068222018-09-01,2018-06-24,NA,NA,NA,NA
14159,BLM_AIM,CO_UFO_LUP_2018_PJ_166_V12022-09-01,2022-09-03,NA,NA,NA,NA
14160,BLM_AIM,UT_Cedar-City-LUP-2017_PJ-273_V12021-09-01,2021-06-27,NA,NA,NA,NA
14161,BLM_AIM,19061808390394932019-09-01,2019-06-17,NA,NA,NA,NA
14162,BLM_AIM,CO_RGFO_LUP_2022_RA-039_V12023-09-01,2023-06-24,NA,NA,NA,NA
14163,BLM_AIM,UT_Richfield-LUP-Random-2020_RIP-345_V12020-09-01,2020-09-22,NA,NA,NA,NA
14164,BLM_AIM,NV_EYDO_FUEL_WILSN_2023_WILSONCK-1080TPR-09_V12023-09-01,2023-07-07,NA,NA,NA,NA
14165,BLM_AIM,NV_EYDO_FUEL_WILSN_2023_WILSONCK-1080TPR-08_V12023-09-01,2023-07-08,NA,NA,NA,NA
14166,BLM_AIM,CO_UFO_LUP_2018_SD_408_V12022-09-01,2022-06-03,NA,NA,NA,NA
14167,BLM_AIM,UT_MBFO_LUP_2023_MBFO2023-NR-015_V12023-09-01,2023-05-11,NA,NA,NA,NA
14168,BLM_AIM,UT_Color-Country-Random-HAF-2018_SH-248_V12021-09-01,2021-07-23,NA,NA,NA,NA
14169,BLM_AIM,20163223206209B1,2016-05-10,NA,NA,NA,NA
14170,BLM_AIM,NV_EYDO_FUEL_WILSN_2023_WILSONCK-1079TPR-02_V12023-09-01,2023-07-08,NA,NA,NA,NA
14171,BLM_AIM,UT_RFO_LUP_2023_RFO2023-020_V12023-09-01,2023-04-26,NA,NA,NA,NA
14172,BLM_AIM,UT_Richfield-LUP-Random-2020_MDSH-085_V12020-09-01,2020-06-10,NA,NA,NA,NA
14173,BLM_AIM,CA_CA-Bishop-FO-2021_SSS-187_V12021-09-01,2021-05-15,NA,NA,NA,NA
14174,BLM_AIM,UT_RFO_LUP_2017_SDSB_173_V12022-09-01,2022-07-10,NA,NA,NA,NA
14175,BLM_AIM,19081712503732322019-09-01,2019-08-16,NA,NA,NA,NA
14177,BLM_AIM,20163223206209B2,2016-05-10,NA,NA,NA,NA
14178,BLM_AIM,UT_Utah-Richfield-FO-2017_MDSH-077_V12021-09-01,2021-05-03,NA,NA,NA,NA
14179,BLM_AIM,COS05000_2019_SS-2502019-09-01,2019-09-08,NA,NA,NA,NA
14180,BLM_AIM,UT_RFO_LUP_2017_SBS_293_V12022-09-01,2022-07-21,NA,NA,NA,NA
14181,BLM_AIM,CO_UFO_LUP_2018_SD_394_V12022-09-01,2022-09-02,NA,NA,NA,NA
14182,BLM_AIM,CO_CO_Royal_Gorge_Field_Office_LUP_2017_GR-518_V12021-09-01,2021-09-22,NA,NA,NA,NA
14183,BLM_AIM,20214915200919B1,2021-06-12,NA,NA,NA,NA
14184,BLM_AIM,UT_Cedar-City-LUP-2017_MS-219_V12021-09-01,2021-05-16,Prescribed Burn,Prescribed Burn,2007-06-15,1
14185,BLM_AIM,UT_CCFO_LUP_2017_MS-232_V12023-09-01,2023-07-09,NA,NA,NA,NA
14186,BLM_AIM,UT_Cedar-City-LUP-2017_MD-162_V12021-09-01,2021-08-03,NA,NA,NA,NA
14187,BLM_AIM,UT_CCFO_INTS_PANG_2023_BaldHills_2023-8_V12023-09-01,2023-04-15,Prescribed Burn,Prescribed Burn,2007-06-15,1
14188,BLM_AIM,20214915200919B2,2021-06-12,NA,NA,NA,NA
14189,BLM_AIM,CO_CO_Grand_Junction_Field_Office_allotment_monitoring_2021_BlueMesa-013_V12021-09-01,2021-08-11,NA,NA,NA,NA
14190,BLM_AIM,18070308520091982018-09-01,2018-06-24,NA,NA,NA,NA
14191,BLM_AIM,1707201444053692017-09-01,2017-07-19,NA,NA,NA,NA
14192,BLM_AIM,20224955203411B1,2022-07-21,NA,NA,NA,NA
14193,BLM_AIM,17080209015941312017-09-01,2017-08-01,NA,NA,NA,NA
14194,BLM_AIM,UT_Canyon-Country-Fuels-SHINY-2020_CV01_V12020-09-01,2020-09-04,NA,NA,NA,NA
14195,BLM_AIM,UT_CaCDO_AIMFIT_2022_CV01_V22022-09-01,2022-07-22,NA,NA,NA,NA
14196,BLM_AIM,UT_Cedar-City-LUP-2017_SS-072_V12021-09-01,2021-07-24,NA,NA,NA,NA
14197,BLM_AIM,17070510240824492017-09-01,2017-06-19,NA,NA,NA,NA
14198,BLM_AIM,UT_CoCDO_HAF_2018_SH_153_V12022-09-01,2022-04-17,NA,NA,NA,NA
14199,BLM_AIM,20224955203411B2,2022-07-21,NA,NA,NA,NA
14200,BLM_AIM,UT_RFO_LUP_2023_RFO2023-023_V12023-09-01,2023-05-14,NA,NA,NA,NA
14201,BLM_AIM,NV_EYDO_FUEL_BARNM_2022_BARNM_1079Mow_02_V12022-09-01,2022-07-28,NA,NA,NA,NA
14202,BLM_AIM,15060713531118742015-09-01,2015-06-06,NA,NA,NA,NA
14204,BLM_AIM,UT_CoCDO_HAF_2018_SH_202_V12022-09-01,2022-06-11,NA,NA,NA,NA
14205,BLM_AIM,UT_Richfield-LUP-Random-2020_SDSB-153_V12020-09-01,2020-08-09,NA,NA,NA,NA
14206,BLM_AIM,19060308115371342019-09-01,2019-06-02,NA,NA,NA,NA
14207,BLM_AIM,19071012410398892019-09-01,2019-07-09,NA,NA,NA,NA
14208,BLM_AIM,UT_CCFO_LUP_2017_SS_103_V12022-09-01,2022-07-05,Prescribed Burn,Prescribed Burn,2007-06-15,1
14209,BLM_AIM,2012491011201G2,2013-10-30,NA,NA,NA,NA
14210,BLM_AIM,UT_CaCDO_AIMFIT_2022_CV03_V22022-09-01,2022-07-22,NA,NA,NA,NA
14211,BLM_AIM,UT_Canyon-Country-Fuels-SHINY-2020_CV03_V12020-09-01,2020-09-04,NA,NA,NA,NA
14212,BLM_AIM,17082110295415212017-09-01,2017-08-20,NA,NA,NA,NA
14213,BLM_AIM,20124931020601G2,2013-10-09,NA,NA,NA,NA
14214,BLM_AIM,18081313482333512018-09-01,2018-08-12,NA,NA,NA,NA
14215,BLM_AIM,UT_Moab-LUP-Random-2020_PJ-171_V12020-09-01,2020-07-28,NA,NA,NA,NA
14216,BLM_AIM,19091214415310932019-09-01,2019-09-11,NA,NA,NA,NA
14217,BLM_AIM,NV_EYDO_ESR_COMET_2023_COMET-NATREG-02_V12023-09-01,2023-07-09,NA,NA,NA,NA
14218,BLM_AIM,20203223206212B1,2020-10-13,NA,NA,NA,NA
14219,BLM_AIM,COF02000_2019_GR-4892019-09-01,2019-08-27,NA,NA,NA,NA
14220,BLM_AIM,17080313281840902017-09-01,2017-08-02,NA,NA,NA,NA
14221,BLM_AIM,19050711364566652019-09-01,2019-05-06,NA,NA,NA,NA
14222,BLM_AIM,19071507594552772019-09-01,2019-07-14,Prescribed Burn,Prescribed Burn,2007-06-15,1
14223,BLM_AIM,UT_CCFO_LUP_2017_SS-123_V12023-09-01,2023-04-15,NA,NA,NA,NA
14224,BLM_AIM,20203223206212B2,2020-10-13,NA,NA,NA,NA
14225,BLM_AIM,UT_RFO_INTS_PARKER_2023_ParkerPHMA_2023-10_V12023-09-01,2023-06-24,NA,NA,NA,NA
14226,BLM_AIM,20124931020601G1,2013-10-09,NA,NA,NA,NA
14227,BLM_AIM,UT_Cedar-City-LUP-Random-2020_SS-055_V12020-09-01,2020-06-29,NA,NA,NA,NA
14229,BLM_AIM,CO_UFO-2020_SS-255_V12020-09-01,2020-08-03,NA,NA,NA,NA
14230,BLM_AIM,CO_UFO-2020_MMS-087_V12020-09-01,2020-08-02,NA,NA,NA,NA
14231,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_SS-278_V12021-09-01,2021-07-19,NA,NA,NA,NA
14232,BLM_AIM,20224919203714B1,2022-06-24,NA,NA,NA,NA
14234,BLM_AIM,NV_EYDO_ESR_COMET_2023_COMET-NATREG-06_V12023-09-01,2023-08-05,NA,NA,NA,NA
14235,BLM_AIM,19050708195631932019-09-01,2019-05-06,NA,NA,NA,NA
14236,BLM_AIM,UT_Cedar-City-LUP-2017_SS-076_V12021-09-01,2021-07-24,NA,NA,NA,NA
14237,BLM_AIM,UT_Cedar-City-LUP-2017_SS-071_V12021-09-01,2021-05-15,Prescribed Burn,Prescribed Burn,2007-06-15,1
14238,BLM_AIM,UT_Canyon-Country-Fuels-SHINY-2020_CV02_V12020-09-01,2020-09-04,NA,NA,NA,NA
14239,BLM_AIM,UT_CaCDO_AIMFIT_2022_CV02_V22022-09-01,2022-07-23,NA,NA,NA,NA
14240,BLM_AIM,17070308134668132017-09-01,2017-06-27,NA,NA,NA,NA
14242,BLM_AIM,18081311005479002018-09-01,2018-08-12,NA,NA,NA,NA
14243,BLM_AIM,2012491011201G1,2013-10-30,NA,NA,NA,NA
14244,BLM_AIM,17061515095043232017-09-01,2017-06-14,NA,NA,NA,NA
14245,BLM_AIM,NV_NV-Ely-DO-GPR-2021_WCD-005_V12021-09-01,2021-08-20,NA,NA,NA,NA
14246,BLM_AIM,COF02000_2019_AS-4182019-09-01,2019-08-27,NA,NA,NA,NA
14247,BLM_AIM,18053110585075952018-09-01,2018-05-30,NA,NA,NA,NA
14248,BLM_AIM,CO_UFO_LUP_2023_UFO2023-003_V22023-09-01,2023-08-11,NA,NA,NA,NA
14249,BLM_AIM,20173217206205B2,2017-05-24,Vegetation/Soil Manipulation,Vegetation Disturbance,2008-05-15,1
14250,BLM_AIM,20173217206205B1,2017-05-24,Vegetation/Soil Manipulation,Vegetation Disturbance,2008-05-15,1
14251,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_SD-371_V12021-09-01,2021-07-03,NA,NA,NA,NA
14252,BLM_AIM,NV_NV-Ely-DO-2021_EDO2021-NR-026_V12021-09-01,2021-05-02,NA,NA,NA,NA
14253,BLM_AIM,19072510315690852019-09-01,2019-07-24,NA,NA,NA,NA
14254,BLM_AIM,UT_MBFO_LUP_2023_MBFO2023-NR-009_V12023-09-01,2023-04-21,NA,NA,NA,NA
14255,BLM_AIM,CO_UFO_LUP_2018_SD_410_V12022-09-01,2022-06-04,NA,NA,NA,NA
14256,BLM_AIM,17081515241799772017-09-01,2017-08-14,NA,NA,NA,NA
14257,BLM_AIM,20071108332965522020-09-01,2020-07-10,NA,NA,NA,NA
14258,BLM_AIM,20143223206207B1,2014-05-03,NA,NA,NA,NA
14259,BLM_AIM,UT_RFO_LUP_2023_RFO2023-025_V12023-09-01,2023-07-07,NA,NA,NA,NA
14260,BLM_AIM,20223217206204B1,2022-04-20,NA,NA,NA,NA
14261,BLM_AIM,NV_NV-Ely-DO-GPR-2021_WCD-006_V12021-09-01,2021-08-09,NA,NA,NA,NA
14262,BLM_AIM,NV_EYDO_ESR_COMET_2023_COMET-NATREG-03_V12023-09-01,2023-07-06,NA,NA,NA,NA
14263,BLM_AIM,20224955100817B1,2022-07-20,NA,NA,NA,NA
14264,BLM_AIM,UT_Richfield-LUP-Random-2020_OT-224_V12020-09-01,2020-06-27,NA,NA,NA,NA
14265,BLM_AIM,20143223206207B2,2014-05-03,NA,NA,NA,NA
14266,BLM_AIM,18071714501753302018-09-01,2018-07-16,NA,NA,NA,NA
14267,BLM_AIM,20223217206204B2,2022-04-20,NA,NA,NA,NA
14268,BLM_AIM,UT_CCFO_LUP_2017_SS-124_V12023-09-01,2023-08-19,NA,NA,NA,NA
14269,BLM_AIM,19061709140690642019-09-01,2019-06-16,NA,NA,NA,NA
14270,BLM_AIM,COS05000_2020_MMS-0822019-09-01,2019-08-17,NA,NA,NA,NA
14271,BLM_AIM,NV_NV-Ely-DO-GPR-2021_TM-006_V12021-09-01,2021-08-20,NA,NA,NA,NA
14272,BLM_AIM,20124919010301R3,2013-09-30,NA,NA,NA,NA
14273,BLM_AIM,20164931100719B1,2016-06-24,NA,NA,NA,NA
14274,BLM_AIM,2015329204903B1,2015-04-29,NA,NA,NA,NA
14275,BLM_AIM,20124921080401B2,2013-10-07,NA,NA,NA,NA
14276,BLM_AIM,UT_Moab-LUP-Random-2017_PJ-185_V12021-09-01,2021-05-02,NA,NA,NA,NA
14277,BLM_AIM,UT_Price-LUP-Random-2020_BBSH-329_V12020-09-01,2020-06-13,NA,NA,NA,NA
14278,BLM_AIM,19061414531811632019-09-01,2019-06-13,NA,NA,NA,NA
14279,BLM_AIM,20224955100817B2,2022-07-20,NA,NA,NA,NA
14280,BLM_AIM,UT_CoCDO_AIMFIT_2022_Chokecherry_1_V12022-09-01,2022-06-22,NA,NA,NA,NA
14281,BLM_AIM,20124955041101O2,2013-10-29,NA,NA,NA,NA
14282,BLM_AIM,2015329204903B2,2015-04-29,NA,NA,NA,NA
14283,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_SS-290_V12021-09-01,2021-07-03,NA,NA,NA,NA
14284,BLM_AIM,CA_Bishop-LUP-2020_MES-032_V12020-09-01,2020-07-11,NA,NA,NA,NA
14285,BLM_AIM,19060207002611102019-09-01,2019-06-01,NA,NA,NA,NA
14286,BLM_AIM,2011651011601B1,2012-03-13,NA,NA,NA,NA
14287,BLM_AIM,20164931100719B2,2016-06-24,NA,NA,NA,NA
14288,BLM_AIM,20124919010301R1,2013-09-30,NA,NA,NA,NA
14289,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_RI-204_V12021-09-01,2021-08-02,NA,NA,NA,NA
14290,BLM_AIM,UT_CoCDO_HAF_2018_SH_150_V12022-09-01,2022-06-08,Prescribed Burn,Prescribed Burn,2007-06-15,1
14291,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_SD-375_V12021-09-01,2021-06-04,NA,NA,NA,NA
14292,BLM_AIM,2016877201619B1,2016-07-29,NA,NA,NA,NA
14293,BLM_AIM,CO_UFO-2020_SS-271_V12020-09-01,2020-09-13,NA,NA,NA,NA
14294,BLM_AIM,20124955041101O1,2013-10-29,NA,NA,NA,NA
14295,BLM_AIM,19052108062587232019-09-01,2019-05-20,NA,NA,NA,NA
14296,BLM_AIM,UT_CoCDO_INTS_HPV_2023_Hamlin_PineValley2023-1_V12023-09-01,2023-08-19,NA,NA,NA,NA
14297,BLM_AIM,COS05000_2019_SS-2422019-09-01,2019-06-09,NA,NA,NA,NA
14298,BLM_AIM,2016877201619B2,2016-07-29,NA,NA,NA,NA
14299,BLM_AIM,19081007362676212019-09-01,2019-08-09,NA,NA,NA,NA
14300,BLM_AIM,UT_Cedar-City-LUP-Random-2020_RI-312_V12020-09-01,2020-07-25,NA,NA,NA,NA
14301,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_GR-024_V12021-09-01,2021-09-13,NA,NA,NA,NA
14302,BLM_AIM,20113217151701O2,2011-11-09,NA,NA,NA,NA
14303,BLM_AIM,20080610090898722020-09-01,2020-08-05,NA,NA,NA,NA
14304,BLM_AIM,16082810051743192016-09-01,2016-08-27,NA,NA,NA,NA
14305,BLM_AIM,NV_NV-Battle-Mountain-DO-2021_BMDO2021-021_V22021-09-01,2021-05-27,NA,NA,NA,NA
14306,BLM_AIM,2012829020601R3,2013-05-14,NA,NA,NA,NA
14307,BLM_AIM,UT_CCFO_LUP_2017_MD_164_V12022-09-01,2022-05-28,NA,NA,NA,NA
14308,BLM_AIM,NV_EYDO_FUEL_WILSN_2023_WILSONCK-1079TPR-01_V12023-09-01,2023-07-10,NA,NA,NA,NA
14309,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_SD-384_V12021-09-01,2021-06-03,NA,NA,NA,NA
14310,BLM_AIM,17101809440169972017-09-01,2017-08-01,NA,NA,NA,NA
14311,BLM_AIM,20213223206220B1,2021-09-01,NA,NA,NA,NA
14312,BLM_AIM,UT_CCFO_LUP_2017_SS_088_V12022-09-01,2022-04-16,NA,NA,NA,NA
14313,BLM_AIM,20164919203701B1,2016-07-16,NA,NA,NA,NA
14314,BLM_AIM,UT_Utah-Price-FO-2017_DSB-077_V12021-09-01,2021-05-11,NA,NA,NA,NA
14315,BLM_AIM,20194955100801B1,2019-08-13,NA,NA,NA,NA
14316,BLM_AIM,20124921080401B1,2013-10-07,NA,NA,NA,NA
14317,BLM_AIM,COS05000_2020_SD-3522019-09-01,2019-09-04,NA,NA,NA,NA
14318,BLM_AIM,18061308592261422018-09-01,2018-06-12,NA,NA,NA,NA
14319,BLM_AIM,UT_Color-Country-Random-HAF-2018_SH-225_V12021-09-01,2021-04-18,NA,NA,NA,NA
14320,BLM_AIM,20123217151201R2,2013-05-18,NA,NA,NA,NA
14321,BLM_AIM,UT_Moab-LUP-Random-2017_MCAFAM-2022-08_V12021-09-01,2021-08-04,NA,NA,NA,NA
14322,BLM_AIM,18071710495691532018-09-01,2018-07-16,NA,NA,NA,NA
14323,BLM_AIM,20194955100801B2,2019-08-13,NA,NA,NA,NA
14324,BLM_AIM,1906151327001662019-09-01,2019-06-14,NA,NA,NA,NA
14325,BLM_AIM,CO_UFO-2020_SD-359_V12020-09-01,2020-08-01,NA,NA,NA,NA
14326,BLM_AIM,UT_PFO_LUP_2023_PFO2023-027_V12023-09-01,2023-05-29,NA,NA,NA,NA
14327,BLM_AIM,UT_MBFO_GRA_2022_MI_25_V12022-09-01,2022-05-14,NA,NA,NA,NA
14328,BLM_AIM,CO_CO-NWD-2020_PJ-1195_V12020-09-01,2020-08-19,NA,NA,NA,NA
14330,BLM_AIM,19050210555836572019-09-01,2019-05-01,NA,NA,NA,NA
14331,BLM_AIM,NV_NV-Ely-DO-2021_EDO2021-NR-030_V12021-09-01,2021-05-02,NA,NA,NA,NA
14332,BLM_AIM,20213223206220B3,2021-09-01,NA,NA,NA,NA
14333,BLM_AIM,18061313165258662018-09-01,2018-06-12,NA,NA,NA,NA
14334,BLM_AIM,1707031344121382017-09-01,2017-06-27,NA,NA,NA,NA
14335,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_SS-286_V12021-09-01,2021-07-28,NA,NA,NA,NA
14336,BLM_AIM,UT_RFO_LUP_2017_SBS_298_V12022-09-01,2022-07-20,NA,NA,NA,NA
14337,BLM_AIM,COF02000_2019_GR-4822019-09-01,2019-09-30,NA,NA,NA,NA
14338,BLM_AIM,19081013532638202019-09-01,2019-08-09,NA,NA,NA,NA
14340,BLM_AIM,2021491202903B1,2021-08-05,NA,NA,NA,NA
14341,BLM_AIM,CO_UFO-2020_SD-368_V12020-09-01,2020-08-03,NA,NA,NA,NA
14342,BLM_AIM,2021491202903B2,2021-08-05,NA,NA,NA,NA
14343,BLM_AIM,20173217206408B1,2017-05-29,NA,NA,NA,NA
14344,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_MMS-090_V12021-09-01,2021-07-30,NA,NA,NA,NA
14346,BLM_AIM,20123217151201R1,2013-05-18,NA,NA,NA,NA
14347,BLM_AIM,CO_CO-NWD-2020_PJ-1201_V12020-09-01,2020-08-06,NA,NA,NA,NA
14348,BLM_AIM,CO_GJFO_LUP_2021_GJFO2021-044_V22023-09-01,2023-06-20,NA,NA,NA,NA
14349,BLM_AIM,17080213022724022017-09-01,2017-08-01,NA,NA,NA,NA
14350,BLM_AIM,20143217206409B1,2014-05-06,NA,NA,NA,NA
14351,BLM_AIM,20234955203518B1,2023-06-26,NA,NA,NA,NA
14352,BLM_AIM,CO_UFO_LUP_2018_SD_414_V12022-09-01,2022-08-20,NA,NA,NA,NA
14353,BLM_AIM,NV_EYDO_FUEL_BARNM_2022_BARNM_1080Mow_20_V12022-09-01,2022-07-28,NA,NA,NA,NA
14354,BLM_AIM,20173217206408B2,2017-05-29,NA,NA,NA,NA
14355,BLM_AIM,UT_Color-Country-Random-HAF-2018_SH-209_V12021-09-01,2021-05-11,NA,NA,NA,NA
14356,BLM_AIM,20143217206409B2,2014-05-06,NA,NA,NA,NA
14357,BLM_AIM,CO_RGFO-2020_PO-790_V12020-09-01,2020-09-29,NA,NA,NA,NA
14358,BLM_AIM,20233217206413B1,2023-06-13,NA,NA,NA,NA
14359,BLM_AIM,UT_CoCDO_HAF_2018_SH_140_V12022-09-01,2022-08-04,NA,NA,NA,NA
14360,BLM_AIM,UT_Color-Country-Random-HAF-2018_SH-232_V12021-09-01,2021-06-09,NA,NA,NA,NA
14361,BLM_AIM,CA_BIFO_LUP_2023_BIFO2023-011_V22023-09-01,2023-05-25,NA,NA,NA,NA
14362,BLM_AIM,1906101500091992019-09-01,2019-06-10,NA,NA,NA,NA
14363,BLM_AIM,20204955203504B1,2020-09-20,NA,NA,NA,NA
14364,BLM_AIM,20194919203702B1,2019-06-29,NA,NA,NA,NA
14365,BLM_AIM,20234955203518B2,2023-06-26,NA,NA,NA,NA
14366,BLM_AIM,20204955203504B2,2020-09-20,NA,NA,NA,NA
14367,BLM_AIM,UT_MBFO_GRA_2022_LI_16_V12022-09-01,2022-05-14,NA,NA,NA,NA
14368,BLM_AIM,UT_Color-Country-Random-HAF-2018_SH-222_V12020-09-01,2020-07-23,NA,NA,NA,NA
14369,BLM_AIM,20214915203406B1,2021-06-10,NA,NA,NA,NA
14370,BLM_AIM,CO_UFO_LUP_2023_UFO2023-NR-027_V12023-09-01,2023-07-30,NA,NA,NA,NA
14371,BLM_AIM,20233217206413B2,2023-06-13,NA,NA,NA,NA
14372,BLM_AIM,UT_Utah-Richfield-FO-2017_SBS-282_V12021-09-01,2021-08-07,NA,NA,NA,NA
14373,BLM_AIM,20194919203702B2,2019-06-29,NA,NA,NA,NA
14374,BLM_AIM,2022491202915B2,2022-06-13,NA,NA,NA,NA
14375,BLM_AIM,19061713400482822019-09-01,2019-06-16,NA,NA,NA,NA
14376,BLM_AIM,UT_CCFO_LUP_2017_SS_087_V12022-09-01,2022-06-13,NA,NA,NA,NA
14377,BLM_AIM,2022893100608B2,2022-07-25,NA,NA,NA,NA
14378,BLM_AIM,20214915203406B2,2021-06-10,NA,NA,NA,NA
14379,BLM_AIM,NV_EYDO_FUEL_BARNM_2022_BARNM_1080Mow_24_V12022-09-01,2022-07-28,NA,NA,NA,NA
14380,BLM_AIM,UT_Utah-Price-FO-2017_BBSH-318_V12021-09-01,2021-05-12,NA,NA,NA,NA
14381,BLM_AIM,2022491202915B3,2022-06-13,NA,NA,NA,NA
14382,BLM_AIM,1906171455552702019-09-01,2019-06-16,NA,NA,NA,NA
14383,BLM_AIM,NV_EYDO_FUEL_WILSN_2023_WILSONCK-1079TPR-05_V12023-09-01,2023-08-03,NA,NA,NA,NA
14384,BLM_AIM,CA_BIFO_LUP_2018_MES_060_V12022-09-01,2022-05-15,NA,NA,NA,NA
14385,BLM_AIM,CO_UFO_LUP_2023_UFO2023-NR-025_V12023-09-01,2023-08-11,NA,NA,NA,NA
14386,BLM_AIM,UT_Color-Country-Random-HAF-2018_SH-238_V12020-09-01,2020-07-26,NA,NA,NA,NA
14387,BLM_AIM,1805011326271832018-09-01,2018-04-30,NA,NA,NA,NA
14388,BLM_AIM,UT_MBFO_GRA_2022_OG_76_V12022-09-01,2022-08-21,NA,NA,NA,NA
14389,BLM_AIM,UT_Utah-Price-FO-2017_BBSH-317_V12021-09-01,2021-05-12,NA,NA,NA,NA
14390,BLM_AIM,CA_BIFO_LUP_2018_OTH_335_V12022-09-01,2022-05-04,NA,NA,NA,NA
14391,BLM_AIM,2022893100608B3,2022-07-25,NA,NA,NA,NA
14392,BLM_AIM,17081712315746822017-09-01,2017-08-16,NA,NA,NA,NA
14393,BLM_AIM,17062114382269972017-09-01,2017-06-20,NA,NA,NA,NA
14394,BLM_AIM,CO_CO_Royal_Gorge_Field_Office_LUP_2017_GR-512_V12021-09-01,2021-09-23,NA,NA,NA,NA
14395,BLM_AIM,UT_CoCDO_INTS_HPV_2023_Hamlin_PineValley2023-2_V12023-09-01,2023-07-06,NA,NA,NA,NA
14396,BLM_AIM,UT_CoCDO_HAF_2018_SH-285_V12023-09-01,2023-07-07,NA,NA,NA,NA
14397,BLM_AIM,UT_PFO_LUP_2023_PFO2023-NR-019_V12023-09-01,2023-08-18,NA,NA,NA,NA
14398,BLM_AIM,19080111444897222019-09-01,2019-07-31,NA,NA,NA,NA
14399,BLM_AIM,180615120617152018-09-01,2018-06-14,NA,NA,NA,NA
14400,BLM_AIM,UT_CoCDO_INTS_HPV_2023_Hamlin_PineValley2023-9_V12023-09-01,2023-07-06,NA,NA,NA,NA
14401,BLM_AIM,NV_EYDO_FUEL_WILSN_2023_WILSONCK-1080TPR-07_V12023-09-01,2023-08-03,NA,NA,NA,NA
14402,BLM_AIM,19062616313776672019-09-01,2019-06-25,NA,NA,NA,NA
14403,BLM_AIM,2018329204915B2,2018-05-26,NA,NA,NA,NA
14404,BLM_AIM,CO_CO_Grand_Junction_Field_Office_LUP_2021_GJFO2021-032_V22021-09-01,2021-07-22,NA,NA,NA,NA
14405,BLM_AIM,COS08000_2020_PJ-4682019-09-01,2019-08-14,NA,NA,NA,NA
14406,BLM_AIM,COS05000_2019_SD-3362019-09-01,2019-06-10,NA,NA,NA,NA
14407,BLM_AIM,UT_MBFO_GRA_2022_LI_07_V12022-09-01,2022-06-27,NA,NA,NA,NA
14408,BLM_AIM,17092615441535592017-09-01,2017-09-25,NA,NA,NA,NA
14409,BLM_AIM,UT_PFO_LUP_2017_OT_266_V12022-09-01,2022-07-09,NA,NA,NA,NA
14410,BLM_AIM,20233217206416B1,2023-06-12,NA,NA,NA,NA
14411,BLM_AIM,18092613204337572018-09-01,2018-09-25,NA,NA,NA,NA
14412,BLM_AIM,CA_CA-Bishop-FO-2021_MSDS-238_V12021-09-01,2021-05-15,NA,NA,NA,NA
14413,BLM_AIM,17092615481564872017-09-01,2017-09-25,NA,NA,NA,NA
14414,BLM_AIM,17061210402262082017-09-01,2017-06-11,NA,NA,NA,NA
14415,BLM_AIM,2018329204915B3,2018-05-26,NA,NA,NA,NA
14416,BLM_AIM,20233217206416B2,2023-06-13,NA,NA,NA,NA
14417,BLM_AIM,NV_EYDO_FUEL_BARNM_2022_BARNM_1080Mow_28_V12022-09-01,2022-07-28,NA,NA,NA,NA
14418,BLM_AIM,CO_CO_Uncompahgre_Field_Office_LUP_2018_SD-380_V12021-09-01,2021-06-03,NA,NA,NA,NA
14420,BLM_AIM,CO_CO_Grand_Junction_Field_Office_LUP_2021_GJFO2021-019_V12021-09-01,2021-07-23,NA,NA,NA,NA
14421,BLM_AIM,20213217206607B1,2021-04-15,NA,NA,NA,NA
14422,BLM_AIM,20062813443575452020-09-01,2020-06-27,NA,NA,NA,NA
14423,BLM_AIM,UT_Richfield-LUP-Random-2020_RIP-343_V12020-09-01,2020-09-17,NA,NA,NA,NA
14424,BLM_AIM,17080910020767382017-09-01,2017-08-08,NA,NA,NA,NA
14425,BLM_AIM,UT_CoCDO_HAF_2018_SH-261_V12023-09-01,2023-07-05,NA,NA,NA,NA
14426,BLM_AIM,20234919203707B1,2023-06-24,NA,NA,NA,NA
14427,BLM_AIM,18041212261091812018-09-01,2018-04-03,NA,NA,NA,NA
14428,BLM_AIM,CO_UFO_LUP_2018_SD_405_V12022-09-01,2022-05-14,NA,NA,NA,NA
14429,BLM_AIM,UT_CoCDO_HAF_2018_SH_161_V12022-09-01,2022-06-24,NA,NA,NA,NA
14430,BLM_AIM,11061516005596222011-09-01,2011-06-14,NA,NA,NA,NA
14431,BLM_AIM,UT_CoCDO_HAF_2018_SH_206_V12022-09-01,2022-08-02,NA,NA,NA,NA
14432,BLM_AIM,16062611001362892016-09-01,2016-06-25,NA,NA,NA,NA
