Prj_ID,Trt_ID,init_date_est,comp_date_est,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,TrtPolyID
26259,73786,2004-01-01,2007-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30833
26261,73788,2004-09-24,2004-10-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30835
26262,73789,2003-12-25,2004-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30836
26263,73790,2003-12-25,2004-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30837
26265,73792,2005-03-08,2005-03-15,Prescribed Burn,Prescribed Burn,Prescribed Burn,30839
26266,73793,2006-05-01,2006-09-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30840
26267,73794,2006-01-01,2006-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30841
26268,73795,2006-10-07,2006-10-14,Prescribed Burn,Prescribed Burn,Prescribed Burn,30842
26269,73796,2007-03-09,2007-03-16,Prescribed Burn,Prescribed Burn,Prescribed Burn,30843
26270,73797,2007-10-22,2007-10-29,Prescribed Burn,Prescribed Burn,Prescribed Burn,30844
26271,73798,2007-10-18,2007-10-25,Prescribed Burn,Prescribed Burn,Prescribed Burn,30845
26272,73799,2007-10-29,2007-10-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30846
26273,73800,2008-10-01,2009-09-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30847
26274,73801,2007-12-25,2008-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30848
26275,73802,2008-04-05,2008-04-12,Prescribed Burn,Prescribed Burn,Prescribed Burn,30849
26276,73803,2008-06-24,2008-07-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30850
26277,73804,2008-01-01,2008-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30851
26278,73805,2009-06-25,2009-06-25,Prescribed Burn,Prescribed Burn,Prescribed Burn,30852
26279,73806,2009-11-03,2009-11-10,Prescribed Burn,Prescribed Burn,Prescribed Burn,30853
26280,73807,2009-11-03,2009-11-10,Prescribed Burn,Prescribed Burn,Prescribed Burn,30854
26281,73808,2009-11-03,2009-11-10,Prescribed Burn,Prescribed Burn,Prescribed Burn,30855
26282,73809,2009-05-07,2009-06-07,Prescribed Burn,Prescribed Burn,Prescribed Burn,30856
26283,73810,2009-11-07,2009-11-14,Prescribed Burn,Prescribed Burn,Prescribed Burn,30857
26284,73811,2009-11-03,2009-11-10,Prescribed Burn,Prescribed Burn,Prescribed Burn,30858
26285,73812,2009-11-03,2009-11-10,Prescribed Burn,Prescribed Burn,Prescribed Burn,30859
26287,73814,2009-11-03,2009-11-10,Prescribed Burn,Prescribed Burn,Prescribed Burn,30861
26288,73815,2009-11-05,2010-04-22,Prescribed Burn,Prescribed Burn,Prescribed Burn,30862
26289,73816,2010-12-07,2011-05-06,Prescribed Burn,Prescribed Burn,Prescribed Burn,30863
26290,73817,2010-03-01,2010-03-08,Prescribed Burn,Prescribed Burn,Prescribed Burn,30864
26291,73818,2009-12-25,2010-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30865
26292,73819,2010-12-01,2010-12-17,Prescribed Burn,Prescribed Burn,Prescribed Burn,30866
26293,73820,2010-10-28,2010-11-15,Prescribed Burn,Prescribed Burn,Prescribed Burn,30867
26294,73821,2010-11-08,2011-03-31,Prescribed Burn,Prescribed Burn,Prescribed Burn,30868
26295,73822,2010-10-25,2010-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30869
26296,73823,2010-09-24,2010-10-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30870
26297,73824,2010-10-25,2010-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30871
26298,73825,2011-01-01,2011-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30872
26299,73826,2011-03-04,2011-03-11,Prescribed Burn,Prescribed Burn,Prescribed Burn,30873
26300,73827,2011-02-25,2011-03-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30874
26301,73828,2011-10-03,2011-10-03,Prescribed Burn,Prescribed Burn,Prescribed Burn,30875
26302,73829,2011-06-12,2011-06-19,Prescribed Burn,Prescribed Burn,Prescribed Burn,30876
26303,73830,2010-12-25,2011-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30877
26304,73831,2011-10-25,2011-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30878
26305,73832,2010-12-25,2011-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30879
26306,73833,2011-09-24,2011-10-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30880
26307,73834,2011-09-24,2011-10-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30881
26308,73835,2011-06-30,2011-07-07,Prescribed Burn,Prescribed Burn,Prescribed Burn,30882
26310,73837,2012-03-11,2013-03-12,Prescribed Burn,Prescribed Burn,Prescribed Burn,30884
26311,73838,2012-03-01,2012-03-08,Prescribed Burn,Prescribed Burn,Prescribed Burn,30885
26312,73839,2012-09-14,2012-09-21,Prescribed Burn,Prescribed Burn,Prescribed Burn,30886
26313,73840,2012-03-25,2012-04-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30887
26314,73841,2012-07-01,2013-10-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30888
26315,73842,2012-10-25,2012-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30889
26316,73843,2012-12-10,2013-02-28,Prescribed Burn,Prescribed Burn,Prescribed Burn,30890
26317,73844,2012-01-18,2012-04-17,Prescribed Burn,Prescribed Burn,Prescribed Burn,30891
26318,73845,2013-03-18,2013-03-19,Prescribed Burn,Prescribed Burn,Prescribed Burn,30892
26319,73846,2013-10-01,2014-05-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30893
26320,73847,2013-06-26,2013-06-26,Prescribed Burn,Prescribed Burn,Prescribed Burn,30894
26321,73848,2013-01-25,2013-02-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30895
26323,73850,2014-02-01,2015-04-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30897
26324,73851,2014-10-01,2015-09-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30898
26325,73852,2014-04-09,2014-04-14,Prescribed Burn,Prescribed Burn,Prescribed Burn,30899
26326,73853,2015-09-28,2015-09-29,Prescribed Burn,Prescribed Burn,Prescribed Burn,30900
26327,73854,2015-02-27,2015-03-06,Prescribed Burn,Prescribed Burn,Prescribed Burn,30901
26328,73855,2014-12-25,2015-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30902
26329,73856,2015-10-25,2015-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30903
26330,73857,2015-10-25,2015-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30904
26331,73858,2014-12-25,2015-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30905
26332,73859,2015-10-25,2015-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30906
26333,73860,2015-10-10,2015-08-11,Prescribed Burn,Prescribed Burn,Prescribed Burn,30907
26334,73861,2015-03-25,2015-04-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30908
26336,73863,2015-11-08,2015-11-10,Prescribed Burn,Prescribed Burn,Prescribed Burn,30910
26337,73864,2014-12-25,2015-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30911
26338,73865,2015-10-25,2015-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30912
26339,73866,2014-12-25,2015-01-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30913
26340,73867,2016-02-14,2016-02-18,Prescribed Burn,Prescribed Burn,Prescribed Burn,30914
26341,73868,2016-02-19,2016-02-26,Prescribed Burn,Prescribed Burn,Prescribed Burn,30915
26342,73869,2016-03-01,2016-03-03,Prescribed Burn,Prescribed Burn,Prescribed Burn,30916
26343,73870,2016-10-01,2017-09-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30917
26344,73871,2016-10-01,2017-09-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30918
26345,73872,2016-10-01,2017-09-30,Prescribed Burn,Prescribed Burn,Prescribed Burn,30919
26346,73873,2017-03-02,2017-03-03,Prescribed Burn,Prescribed Burn,Prescribed Burn,30920
26347,73874,2017-03-07,2019-05-14,Prescribed Burn,Prescribed Burn,Prescribed Burn,30921
26348,73875,2017-10-25,2017-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30922
26349,73876,2017-10-25,2017-11-01,Prescribed Burn,Prescribed Burn,Prescribed Burn,30923
26350,73877,2017-04-11,2017-04-11,Prescribed Burn,Prescribed Burn,Prescribed Burn,30924
26351,73878,2017-11-08,2017-11-15,Prescribed Burn,Prescribed Burn,Prescribed Burn,30925
26352,73879,2018-03-06,2018-03-07,Prescribed Burn,Prescribed Burn,Prescribed Burn,30926
26353,73880,2018-10-01,2019-09-24,Prescribed Burn,Prescribed Burn,Prescribed Burn,30927
26354,73881,2018-11-01,2019-03-29,Prescribed Burn,Prescribed Burn,Prescribed Burn,30928
26355,73882,2019-10-14,2019-10-21,Prescribed Burn,Prescribed Burn,Prescribed Burn,30929
26356,73883,2019-10-14,2019-10-21,Prescribed Burn,Prescribed Burn,Prescribed Burn,30930
26357,73884,2019-10-31,2019-11-07,Prescribed Burn,Prescribed Burn,Prescribed Burn,30931
26358,73885,2019-10-14,2019-10-21,Prescribed Burn,Prescribed Burn,Prescribed Burn,30932
26359,73886,2020-05-09,2020-05-16,Prescribed Burn,Prescribed Burn,Prescribed Burn,30933
26360,73887,2020-12-01,2020-12-08,Prescribed Burn,Prescribed Burn,Prescribed Burn,30934
26361,73888,2020-12-01,2020-12-08,Prescribed Burn,Prescribed Burn,Prescribed Burn,30935
26362,73889,2020-05-09,2020-05-16,Prescribed Burn,Prescribed Burn,Prescribed Burn,30936
26363,73890,2020-05-09,2020-05-16,Prescribed Burn,Prescribed Burn,Prescribed Burn,30937
26364,73891,2020-05-09,2020-05-16,Prescribed Burn,Prescribed Burn,Prescribed Burn,30938
