NameCode,Scientific,CurrentPLANTSCode,GrowthHabit,GrowthHabitSub,Duration,Nonnative,Invasive,GrowthHabitSub2
DEGL2,Delphinium glaucescens,DEGL2,NonWoody,Forb,Perennial,NATIVE,,Forb
DEIN5,Descurainia incana,DEIN5,NonWoody,Forb,Annual,NATIVE,,Forb
DEIN13,Descurainia incisa,DEINI2,NonWoody,Forb,Annual,NATIVE,,Forb
DEINI2,Descurainia incana subsp. incisa,DEINI2,NonWoody,Forb,Annual,NATIVE,,Forb
DELPH,Delphinium,DELPH,NonWoody,Forb,Perennial,NATIVE,,Forb
DENU2,Delphinium nuttallianum,DENU2,NonWoody,Forb,Perennial,NATIVE,,Forb
DESO,Delphinium sonnei,DENU2,NonWoody,Forb,Perennial,NATIVE,,Forb
DEOC,Delphinium occidentale,DEOC,NonWoody,Forb,Perennial,NATIVE,,Forb
DEPA14,Descurainia paradisa,DEPA14,NonWoody,Forb,Annual,NATIVE,,Forb
DEPI,Descurainia pinnata,DEPI,NonWoody,Forb,Annual,NATIVE,,Forb
DEPIB,Descurainia pinnata subsp. brachycarpa,DEPIB,NonWoody,Forb,Annual,NATIVE,,Forb
DEPIF,Descurainia pinnata subsp. filipes,DEPIF,NonWoody,Forb,Annual,NATIVE,,Forb
DEPII,Descurainia pinnata subsp. intermedia,DEPII,NonWoody,Forb,Annual,NATIVE,,Forb
DEPIN,Descurainia pinnata subsp. nelsonii,DEPIN,NonWoody,Forb,Annual,NATIVE,,Forb
DEPIO2,Descurainia pinnata subsp. ochroleuca,DEPIO2,NonWoody,Forb,Annual,NATIVE,,Forb
DERA,Delphinium ramosum,DERA,NonWoody,Forb,Perennial,NATIVE,,Forb
DESCU,Descurainia,DESCU,NonWoody,Forb,Annual,NATIVE,,Forb
DESO2,Descurainia sophia,DESO2,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
DIBR,Dichondra brachypoda,DIBR,NonWoody,Forb,Perennial,NATIVE,,Forb
DICA14,Dichelostemma capitatum,DICA14,NonWoody,Forb,Perennial,NATIVE,,Forb
DICA31,Dimorphocarpa candicans,DICA31,NonWoody,Forb,Annual,NATIVE,,Forb
DICA4,Dicoria canescens,DICA4,NonWoody,Forb,Annual,NATIVE,,Forb
DICA8,Digitaria californica,DICA8,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
DIFU2,Dipsacus fullonum,DIFU2,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
SONU2,Sorghastrum nutans,DIIN2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
DIMOR,Dimorphocarpa,DIMOR,NonWoody,Forb,Annual,NATIVE,,Forb
DIMU5,Dichelostemma multiflorum,DIMU5,NonWoody,Forb,Perennial,NATIVE,,Forb
DIPA3,Dicranocarpus parviflorus,DIPA3,NonWoody,Forb,Annual,NATIVE,,Forb
DIPSA,Dipsacus,DIPSA,NonWoody,Forb,Annual,EXOTIC,,Forb
DIPU9,Digitaria pubiflora,DIPU9,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
DISP,Distichlis spicata,DISP,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
DISTI,Distichlis,DISTI,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
DIWI2,Dimorphocarpa wislizeni,DIWI2,NonWoody,Forb,Annual,NATIVE,,Forb
DOCO,Dodecatheon conjugens,DOCO,NonWoody,Forb,Perennial,NATIVE,,Forb
DOMO,Douglasia montana,DOMO,NonWoody,Forb,Perennial,NATIVE,,Forb
DOPU,Dodecatheon pulchellum,DOPU,NonWoody,Forb,Perennial,NATIVE,,Forb
DRABA,Draba,DRABA,NonWoody,Forb,Annual,NATIVE,,Forb
DRAU,Draba aurea,DRAU,NonWoody,Forb,Perennial,NATIVE,,Forb
DRCR2,Draba crassifolia,DRCR2,NonWoody,Forb,Annual,NATIVE,,Forb
DRCU,Draba cuneifolia,DRCU,NonWoody,Forb,Annual,NATIVE,,Forb
DRDE,Draba densifolia,DRDE,NonWoody,Forb,Perennial,NATIVE,,Forb
DRLE3,Drymaria leptophylla,DRLE3,NonWoody,Forb,Annual,NATIVE,,Forb
DRMO2,Drymaria molluginea,DRMO2,NonWoody,Forb,Annual,NATIVE,,Forb
DRNE,Draba nemorosa,DRNE,NonWoody,Forb,Annual,NATIVE,,Forb
DROL,Draba oligosperma,DROL,NonWoody,Forb,Perennial,NATIVE,,Forb
DRPA2,Dracocephalum parviflorum,DRPA2,NonWoody,Forb,Annual,NATIVE,,Forb
DRRE,Draba rectifructa,DRRE,NonWoody,Forb,Annual,NATIVE,,Forb
DRRE2,Draba reptans,DRRE2,NonWoody,Forb,Annual,NATIVE,,Forb
DRST5,Draba streptobrachia,DRST5,NonWoody,Forb,Perennial,NATIVE,,Forb
DRVE,Draba ventosa,DRVE,NonWoody,Forb,Perennial,NATIVE,,Forb
DRVE2,Draba verna,DRVE2,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
DUAN,Dudleya angustiflora,DUCYC3,NonWoody,Succulent,Perennial,NATIVE,,Shrub
DYBO,Dysphania botrys,DYBO,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
DYGR,Dysphania graveolens,DYGR,NonWoody,Forb,Annual,NATIVE,,Forb
DYPA,Dyssodia papposa,DYPA,NonWoody,Forb,Annual,NATIVE,,Forb
DYSSO,Dyssodia,DYSSO,NonWoody,Forb,Annual,NATIVE,,Forb
EANI,Eatonella nivea,EANI,NonWoody,Forb,Annual,NATIVE,,Forb
ECAN2,Echinacea angustifolia,ECAN2,NonWoody,Forb,Perennial,NATIVE,,Forb
ECCO5,Echinocereus coccineus,ECCO5,Woody,Succulent,Perennial,NATIVE,,Shrub
ECDA,Echinocereus dasyacanthus,ECDA,Woody,Succulent,Perennial,NATIVE,,Shrub
ECEN,Echinocereus engelmannii,ECEN,Woody,Succulent,Perennial,NATIVE,,Shrub
ECFE,Echinocereus fendleri,ECFE,Woody,Succulent,Perennial,NATIVE,,Shrub
ECHIN2,Echinocactus,ECHIN2,Woody,Succulent,Perennial,NATIVE,,Shrub
ECHOH,Echinocactus horizonthalonius var. horizonthalonius,ECHOH,Woody,Succulent,Perennial,NATIVE,,Shrub
ECJO3,Echinomastus johnsonii,ECJO3,Woody,Succulent,Perennial,NATIVE,,Shrub
ECTR,Echinocereus triglochidiatus,ECTR,Woody,Succulent,Perennial,NATIVE,,Shrub
ECTRT,Echinocereus triglochidiatus var. triglochidiatus,ECTRT,Woody,Succulent,Perennial,NATIVE,,Shrub
ECVI2,Echinocereus viridiflorus,ECVI2,Woody,Succulent,Perennial,NATIVE,,Shrub
ELAC,Eleocharis acicularis,ELAC,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELAL5,Elymus alaskanus,ELAL5,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELAL7,Elymus albicans,ELAL7,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELTR,Elatine triandra,ELAM3,NonWoody,Forb,Annual,NATIVE,,Forb
ELAN,Elaeagnus angustifolia,ELAN,Woody,Tree,Perennial,EXOTIC,INVASIVE,Shrub
ELBA3,Elymus bakeri,ELBA3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELBO,Eleocharis bolanderi,ELBO,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELBR5,Elatine brachysperma,ELBR5,NonWoody,Forb,Annual,NATIVE,,Forb
ELCA4,Elymus canadensis,ELCA4,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELCI3,Elymus ciliaris,ELCI3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELOV,Eleocharis ovata,ELDI2,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
ELEL,Eleocharis elegans,ELEL,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELEL4,Eleocharis elliptica,ELEL4,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELEL5,Elymus elymoides,ELEL5,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELELB,Elymus elymoides var. brevifolius,ELELB2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELELB2,Elymus elymoides subsp. brevifolius,ELELB2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELLO3,Elymus longifolius,ELELB2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELELE,Elymus elymoides subsp. elymoides,ELELE,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELELH,Elymus elymoides subsp. hordeoides,ELELH,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELPA3,Eleocharis palustris,ELER,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELGL,Elymus glaucus,ELGL,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELGLG,Elymus glaucus subsp. glaucus,ELGLG,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELHY,Elymus hystrix,ELHY,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELLA3,Elymus lanceolatus,ELLA3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELLAL,Elymus lanceolatus subsp. lanceolatus,ELLAL,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELMA5,Eleocharis macrostachya,ELMA5,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELMA7,Elymus macrourus,ELMA7,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELMA8,Elyhordeum macounii,ELMA8,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELMU3,Elymus multisetus,ELMU3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELRE4,Elymus repens,ELRE4,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
ELSU,Elymus submuticus,ELSU,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELTR7,Elymus trachycaulus,ELTR7,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELTRT,Elymus trachycaulus subsp. trachycaulus,ELTRT,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELWA2,Elymus wawawaiensis,ELWA2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELYMU,Elymus,ELYMU,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ENAC,Encelia actonii,ENAC,Woody,Shrub,Perennial,NATIVE,,Shrub
ENDE,Enneapogon desvauxii,ENDE,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ENDI,Endolepis dioica,ENDI,NonWoody,Forb,Annual,NATIVE,,Forb
ENFA,Encelia farinosa,ENFA,Woody,Shrub,Perennial,NATIVE,,Shrub
ENFR,Encelia frutescens,ENFR,Woody,Shrub,Perennial,NATIVE,,Shrub
ENRE,Encelia resinifera,ENRE,Woody,Shrub,Perennial,NATIVE,,Shrub
ENVI,Encelia virginensis,ENVI,Woody,Shrub,Perennial,NATIVE,,Shrub
EPAS,Ephedra aspera,EPAS,Woody,Shrub,Perennial,NATIVE,,Shrub
EPBR3,Epilobium brachycarpum,EPBR3,NonWoody,Forb,Annual,NATIVE,,Forb
EPPA2,Epilobium paniculatum,EPBR3,NonWoody,Forb,Annual,NATIVE,,Forb
EPCI,Epilobium ciliatum,EPCI,NonWoody,Forb,Perennial,NATIVE,,Forb
EPCO,Epilobium coloratum,EPCO,NonWoody,Forb,Perennial,NATIVE,,Forb
EPCU,Ephedra cutleri,EPCU,Woody,Shrub,Perennial,NATIVE,,Shrub
EPDE4,Epilobium densiflorum,EPDE4,NonWoody,Forb,Annual,NATIVE,,Forb
EPFO,Epilobium foliosum,EPFO,NonWoody,Forb,Annual,NATIVE,,Forb
EPGL,Epilobium glaberrimum,EPGL,NonWoody,Forb,Perennial,NATIVE,,Forb
EPHED,Ephedra,EPHED,Woody,Shrub,Perennial,NATIVE,,Shrub
EPILO,Epilobium,EPILO,NonWoody,Forb,Perennial,NATIVE,,Forb
EPLA3,Epilobium lactiflorum,EPLA3,NonWoody,Forb,Perennial,NATIVE,,Forb
EPMI,Epilobium minutum,EPMI,NonWoody,Forb,Annual,NATIVE,,Forb
EPNE,Ephedra nevadensis,EPNE,Woody,Shrub,Perennial,NATIVE,,Shrub
EPPA5,Epilobium parviflorum,EPPA5,,,,EXOTIC,,
EPPY4,Epilobium pygmaeum,EPPY4,NonWoody,Forb,Annual,NATIVE,,Forb
EPTO,Ephedra torreyana,EPTO,Woody,Shrub,Perennial,NATIVE,,Shrub
EPTR,Ephedra trifurca,EPTR,Woody,Shrub,Perennial,NATIVE,,Shrub
EPVI,Ephedra viridis,EPVI,Woody,Shrub,Perennial,NATIVE,,Shrub
EQLA,Equisetum laevigatum,EQLA,NonWoody,Forb,Perennial,NATIVE,,Forb
EQUIS,Equisetum,EQUIS,NonWoody,Forb,Perennial,NATIVE,,Forb
ERAB2,Eriogonum abertianum,ERAB2,NonWoody,Forb,Annual,NATIVE,,Forb
ERABC,Eriogonum abertianum var. cyclosepalum,ERAB2,NonWoody,Forb,Annual,NATIVE,,Forb
ERABN,Eriogonum abertianum var. neomexicanum,ERAB2,NonWoody,Forb,Annual,NATIVE,,Forb
ERAC2,Erigeron acris,ERAC2,NonWoody,Forb,Annual,NATIVE,,Forb
ERAGR,Eragrostis,ERAGR,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ERAL4,Eriogonum alatum,ERAL4,NonWoody,Forb,Perennial,NATIVE,,Forb
PTAL3,Pterogonum alatum,ERAL4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERAN,Erigeron annuus,ERAN,NonWoody,Forb,Annual,NATIVE,,Forb
ERAN2,Eriodictyon angustifolium,ERAN2,Woody,Shrub,Perennial,NATIVE,,Shrub
ERAN4,Eriogonum annuum,ERAN4,NonWoody,Forb,Annual,NATIVE,,Forb
ERAP,Erigeron aphanactis,ERAP,NonWoody,Forb,Perennial,NATIVE,,Forb
ERAPA2,Erigeron aphanactis var. aphanactis,ERAPA2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERAR3,Erigeron argentatus,ERAR3,NonWoody,Forb,Perennial,NATIVE,,Forb
ERAS2,Erysimum asperum,ERAS2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERAU6,Erigeron austiniae,ERAU6,NonWoody,Forb,Perennial,NATIVE,,Forb
ERBA5,Eriogonum batemanii,ERBA5,NonWoody,Forb,Perennial,NATIVE,,Forb
ERBA7,Eriogonum baileyi,ERBA7,NonWoody,Forb,Perennial,NATIVE,,Forb
ERBE2,Erigeron bellidiastrum,ERBE2,NonWoody,Forb,Annual,NATIVE,,Forb
ERBI,Eriogonum bicolor,ERBI,Woody,SubShrub,Perennial,NATIVE,,Shrub
ERBL,Erigeron bloomeri,ERBL,NonWoody,Forb,Perennial,NATIVE,,Forb
ERBL2,Ericameria bloomeri,ERBL2,Woody,Shrub,Perennial,NATIVE,,Shrub
ERBR4,Erigeron breweri,ERBR4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERBR5,Eriogonum brevicaule,ERBR5,NonWoody,Forb,Perennial,NATIVE,,Forb
ERBR7,Eriogonum brachyanthum,ERBR7,NonWoody,Forb,Annual,NATIVE,,Forb
ERBR8,Eriogonum brachypodum,ERBR8,NonWoody,Forb,Annual,NATIVE,,Forb
ERBRL,Eriogonum brevicaule var. laxifolium,ERBRL,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCA14,Erysimum capitatum,ERCA14,NonWoody,Forb,Annual,NATIVE,,Forb
ERCA2,Erigeron caespitosus,ERCA2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCA4,Erigeron canus,ERCA4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCA8,Eriogonum caespitosum,ERCA8,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCE2,Eriogonum cernuum,ERCE2,NonWoody,Forb,Annual,NATIVE,,Forb
ERCEC,Eriogonum cernuum var. cernuum,ERCEC,NonWoody,Forb,Annual,NATIVE,,Forb
ERCH4,Erigeron chrysopsidis,ERCH4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCI,Eragrostis cilianensis,ERCI,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
POCI3,Poa cilianensis,ERCI,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
ERCI6,Erodium cicutarium,ERCI6,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
ERCI9,Erodium ciconium,ERCI9,NonWoody,Forb,Annual,EXOTIC,,Forb
ERCIC,Erodium cicutarium subsp. cicutarium,ERCIC,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
ERCO10,Eriogonum collinum,ERCO10,NonWoody,Forb,Annual,NATIVE,,Forb
ERCO12,Eriogonum compositum,ERCO12,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCO14,Eriogonum corymbosum,ERCO14,Woody,Shrub,Perennial,NATIVE,,Shrub
ERCO27,Erigeron concinnus,ERCO27,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCO4,Erigeron compositus,ERCO4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCO5,Erigeron corymbosus,ERCO5,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCO6,Erigeron coulteri,ERCO6,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCOC8,Eriogonum compositum var. compositum,ERCOC8,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCOC9,Eriogonum corymbosum var. corymbosum,ERCOC9,Woody,SubShrub,Perennial,NATIVE,,Shrub
ERDI13,Eriogonum divergens,ERCOC9,Woody,SubShrub,Perennial,NATIVE,,Shrub
ERCU2,Eragrostis curvula,ERCU2,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
ERCU7,Ericameria cuneata,ERCU7,Woody,Shrub,Perennial,NATIVE,,Shrub
ERDA4,Eriogonum davidsonii,ERDA4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERDE6,Eriogonum deflexum,ERDE6,NonWoody,Forb,Annual,NATIVE,,Forb
ERDI14,Ericameria discoidea,ERDI14,Woody,Shrub,Perennial,NATIVE,,Shrub
ERDI2,Eriastrum diffusum,ERDI2,NonWoody,Forb,Annual,NATIVE,,Forb
ERDIJ,Eriastrum diffusum subsp. jonesii,ERDI2,NonWoody,Forb,Annual,NATIVE,,Forb
ERDI3,Erigeron disparipilus,ERDI3,NonWoody,Forb,Perennial,NATIVE,,Forb
ERDI4,Erigeron divergens,ERDI4,NonWoody,Forb,Annual,NATIVE,,Forb
ERDI5,Eriogonum divaricatum,ERDI5,NonWoody,Forb,Annual,NATIVE,,Forb
ERDID,Ericameria discoidea var. discoidea,ERDID,Woody,Shrub,Perennial,NATIVE,,Shrub
ERDO,Eriogonum douglasii,ERDO,NonWoody,Forb,Perennial,NATIVE,,Forb
EREA,Erigeron eatonii,EREA,NonWoody,Forb,Perennial,NATIVE,,Forb
EREAE,Erigeron eatonii var. eatonii,EREAE,NonWoody,Forb,Perennial,NATIVE,,Forb
EREF,Eriogonum effusum,EREF,Woody,Shrub,Perennial,NATIVE,,Shrub
EREL4,Erigeron elegantulus,EREL4,NonWoody,Forb,Perennial,NATIVE,,Forb
EREL5,Eriogonum elatum,EREL5,NonWoody,Forb,Perennial,NATIVE,,Forb
EREN,Erigeron engelmannii,EREN,NonWoody,Forb,Perennial,NATIVE,,Forb
ERER2,Eriastrum eremicum,ERER2,NonWoody,Forb,Annual,NATIVE,,Forb
ERES,Eriogonum esmeraldense,ERES,NonWoody,Forb,Annual,NATIVE,,Forb
EREX2,Eriogonum exilifolium,EREX2,NonWoody,Forb,Perennial,NATIVE,,Forb
EREX4,Erigeron eximius,EREX4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERFA2,Eriogonum fasciculatum,ERFA2,Woody,Shrub,Perennial,NATIVE,,Shrub
ERFAP,Eriogonum fasciculatum var. polifolium,ERFAP,Woody,Shrub,Perennial,NATIVE,,Shrub
ERFI2,Erigeron filifolius,ERFI2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERFL,Erigeron flagellaris,ERFL,NonWoody,Forb,Annual,NATIVE,,Forb
ERFL4,Eriogonum flavum,ERFL4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERFLF,Eriogonum flavum var. flavum,ERFLF,NonWoody,Forb,Perennial,NATIVE,,Forb
ERFU3,Eriogonum fusiforme,ERFU3,NonWoody,Forb,Annual,NATIVE,,Forb
ERGL2,Erigeron glabellus,ERGL2,NonWoody,Forb,Annual,NATIVE,,Forb
ERGO,Eriogonum gordonii,ERGO,NonWoody,Forb,Annual,NATIVE,,Forb
ERGR16,Ericameria greenei,ERGR16,Woody,Shrub,Perennial,NATIVE,,Shrub
ERGR3,Erigeron grandiflorus,ERGR3,NonWoody,Forb,Perennial,NATIVE,,Forb
ERHA,Eriogonum havardii,ERHA,NonWoody,Forb,Perennial,NATIVE,,Forb
ERHE,Eriogonum heermannii,ERHE,Woody,Shrub,Perennial,NATIVE,,Shrub
ERHE2,Eriogonum heracleoides,ERHE2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERHEH3,Eriogonum heracleoides var. heracleoides,ERHEH3,NonWoody,Forb,Perennial,NATIVE,,Forb
ERHI3,Eriogonum hieraciifolium,ERHI3,NonWoody,Forb,Perennial,NATIVE,,Forb
ERHU,Erigeron humilis,ERHU,NonWoody,Forb,Perennial,NATIVE,,Forb
ERIAS,Eriastrum,ERIAS,NonWoody,Forb,Annual,NATIVE,,Forb
ERICA2,Ericameria,ERICA2,Woody,Shrub,Perennial,NATIVE,,Shrub
ERIGE,Erigenia,ERIGE,,,,NATIVE,,
ERIGE2,Erigeron,ERIGE2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERIN,Eragrostis intermedia,ERIN,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ERIN4,Eriogonum inflatum,ERIN4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERIN7,Erysimum inconspicuum,ERIN7,NonWoody,Forb,Annual,NATIVE,,Forb
ERIOG,Eriogonum,ERIOG,NonWoody,Forb,Perennial,NATIVE,,Forb
ERION,Erioneuron,ERION,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ERIOP2,Eriophyllum,ERIOP2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERJA,Eriogonum jamesii,ERJA,NonWoody,Forb,Perennial,NATIVE,,Forb
ERAR25,Eriogonum arcuatum,ERJAF,NonWoody,Forb,Perennial,NATIVE,,Forb
ERJAF,Eriogonum jamesii var. flavescens,ERJAF,NonWoody,Forb,Perennial,NATIVE,,Forb
ERKI,Eriogonum kingii,ERKI,NonWoody,Forb,Perennial,NATIVE,,Forb
ERLA,Erigeron lanatus,ERLA,NonWoody,Forb,Perennial,NATIVE,,Forb
ERLA12,Ericameria laricifolia,ERLA12,Woody,Shrub,Perennial,NATIVE,,Shrub
ERLA6,Eriophyllum lanatum,ERLA6,NonWoody,Forb,Perennial,NATIVE,,Forb
ERLAI,Eriophyllum lanatum var. integrifolium,ERLAI,Woody,Shrub,Perennial,NATIVE,,Shrub
ERLE,Eragrostis lehmanniana,ERLE,NonWoody,Graminoid,Perennial,EXOTIC,INVASIVE,Graminoid
ERLE10,Eriogonum leptophyllum,ERLE10,Woody,Shrub,Perennial,NATIVE,,Shrub
ERLE9,Eriogonum leptocladon,ERLE9,Woody,Shrub,Perennial,NATIVE,,Shrub
ERLI,Erigeron linearis,ERLI,NonWoody,Forb,Perennial,NATIVE,,Forb
ERLI6,Ericameria linearifolia,ERLI6,Woody,Shrub,Perennial,NATIVE,,Shrub
ERLO,Erigeron lonchophyllus,ERLO,NonWoody,Forb,Perennial,NATIVE,,Forb
ERLO2,Eriogonum lobbii,ERLO2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERLO4,Eriogonum lonchophyllum,ERLO4,NonWoody,Forb,Perennial,NATIVE,,Forb
ERLO5,Eriogonum longifolium,ERLO5,NonWoody,Forb,Perennial,NATIVE,,Forb
ERLON,Eriogonum lonchophyllum var. nudicaule,ERLON,NonWoody,Forb,Perennial,NATIVE,,Forb
ERMA2,Eriogonum maculatum,ERMA2,NonWoody,Forb,Annual,NATIVE,,Forb
ERUNM,Erigeron uniflorus var. melanocephalus,ERME2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERMI2,Erigeron miser,ERMI2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERMI4,Eriogonum microthecum,ERMI4,Woody,SubShrub,Perennial,NATIVE,,Shrub
ERMIS2,Eriogonum microthecum var. simpsonii,ERMIS2,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNA,Eritrichium nanum,ERNA,NonWoody,Forb,Perennial,NATIVE,,Forb
CHNA2,Chrysothamnus nauseosus,ERNA10,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNA10,Ericameria nauseosa,ERNA10,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNA5,Erigeron nanus,ERNA5,NonWoody,Forb,Perennial,NATIVE,,Forb
ERNA7,Ericameria nana,ERNA7,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNAB2,Ericameria nauseosa var. bigelovii,ERNAB2,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNAL,Ericameria nauseosa var. leiosperma,ERNAL,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNAN3,Ericameria nauseosa subsp. nauseosa,ERNAN3,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNAN5,Ericameria nauseosa var. nauseosa,ERNAN3,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNE2,Erigeron nematophyllus,ERNE2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERNI2,Eriogonum niveum,ERNI2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERNI4,Eriogonum nidularium,ERNI4,NonWoody,Forb,Annual,NATIVE,,Forb
ERNU3,Eriogonum nudum,ERNU3,NonWoody,Forb,Perennial,NATIVE,,Forb
ERNU4,Eriogonum nummulare,ERNU4,Woody,Shrub,Perennial,NATIVE,,Shrub
ERNUP4,Eriogonum nudum var. pubiflorum,ERNUP4,NonWoody,Forb,Perennial,NATIVE,,Forb
EROC,Erigeron ochroleucus,EROC,NonWoody,Forb,Perennial,NATIVE,,Forb
EROC2,Eriogonum ochrocephalum,EROC2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERODI,Erodium,ERODI,NonWoody,Forb,Annual,NATIVE,,Forb
EROV,Eriogonum ovalifolium,EROV,NonWoody,Forb,Perennial,NATIVE,,Forb
EROVO5,Eriogonum ovalifolium var. ovalifolium,EROVO5,NonWoody,Forb,Perennial,NATIVE,,Forb
EROVP2,Eriogonum ovalifolium var. purpureum,EROVP2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERPA,Eragrostis palmeri,ERPA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ERPA11,Eriogonum palmerianum,ERPA11,NonWoody,Forb,Annual,NATIVE,,Forb
ERPA15,Ericameria palmeri,ERPA15,Woody,Shrub,Perennial,NATIVE,,Shrub
ERPA30,Ericameria parryi,ERPA30,Woody,Shrub,Perennial,NATIVE,,Shrub
ERPA9,Eriogonum pauciflorum,ERPA9,NonWoody,Forb,Perennial,NATIVE,,Forb
ERPAA,Eriogonum panguicense var. alpestre,ERPAA,NonWoody,Forb,Perennial,NATIVE,,Forb
ERPE,Eragrostis pectinacea,ERPE,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
ERPE3,Erigeron peregrinus,ERPE3,NonWoody,Forb,Perennial,NATIVE,,Forb
ERPEC,Erigeron peregrinus subsp. callianthemus,ERPEC,NonWoody,Forb,Perennial,NATIVE,,Forb
ERPI2,Eragrostis pilosa,ERPI2,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
