ORIG_OID,OVERLAP_OID,ProjectKey,PrimaryKey,DateVisited
52473,6186,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_188_V12021-09-01,2021-05-31
52474,5460,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_189_V12021-09-01,2021-07-23
52475,5909,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_190_V12021-09-01,2021-06-15
52476,6916,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_191_V12021-09-01,2021-07-28
52477,6100,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_192_V12021-09-01,2021-06-14
52478,5526,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_193_V12021-09-01,2021-07-11
52479,5719,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_194_V12021-09-01,2021-07-08
52480,6905,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_195_V12021-09-01,2021-07-13
52481,5938,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_196_V12021-09-01,2021-08-08
52482,6657,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_197_V12021-09-01,2021-08-19
52483,5756,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_198_V12021-09-01,2021-08-23
52484,6056,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_199_V12021-09-01,2021-08-22
52485,7379,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_200_V12021-09-01,2021-09-15
52486,6230,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_201_V12021-09-01,2021-09-02
52487,5632,BLM_AIM,NM_Farmingtion_LUP_2020_LOAM_202_V12021-09-01,2021-09-28
52488,5788,BLM_AIM,NM_Farmingtion_LUP_2020_SALT_273_V12021-09-01,2021-07-24
52489,6294,BLM_AIM,NM_Farmingtion_LUP_2020_SALT_274_V12021-09-01,2021-08-04
52490,7103,BLM_AIM,NM_Farmingtion_LUP_2020_SAND_304_V12021-09-01,2021-06-07
52491,6347,BLM_AIM,NM_Farmingtion_LUP_2020_SAND_309_V12021-09-01,2021-07-11
52492,6199,BLM_AIM,NM_Farmingtion_LUP_2020_SAND_310_V12021-09-01,2021-09-03
52493,5643,BLM_AIM,NM_Farmingtion_LUP_2020_SAND_311_V12021-09-01,2021-08-07
52494,7159,BLM_AIM,NM_Farmingtion_LUP_2020_SAND_312_V12021-09-01,2021-07-25
52495,6647,BLM_AIM,NM_Farmingtion_LUP_2020_SAND_313_V12021-09-01,2021-09-27
52496,5833,BLM_AIM,NM_Farmingtion_LUP_2020_SAND_314_V12021-09-01,2021-09-05
52497,6767,BLM_AIM,NM_Farmingtion_LUP_2020_SAND_316_V12021-09-01,2021-10-05
52498,5707,BLM_AIM,NM_Farmington_LUP_2020_BDLD_001_V12020-09-01,2020-06-15
52499,5775,BLM_AIM,NM_Farmington_LUP_2020_BDLD_002_V12020-09-01,2020-06-24
52500,7430,BLM_AIM,NM_Farmington_LUP_2020_BDLD_005_V12020-09-01,2020-07-29
52501,6391,BLM_AIM,NM_Farmington_LUP_2020_BDLD_007_V12020-09-01,2020-07-16
52502,7220,BLM_AIM,NM_Farmington_LUP_2020_BDLD_008_V12020-09-01,2020-07-28
52503,7349,BLM_AIM,NM_Farmington_LUP_2020_BDLD_009_V12020-09-01,2020-08-25
52504,5774,BLM_AIM,NM_Farmington_LUP_2020_BDLD_010_V12020-09-01,2020-08-17
52505,6757,BLM_AIM,NM_Farmington_LUP_2020_BDLD_011_V12020-09-01,2020-09-07
52506,6913,BLM_AIM,NM_Farmington_LUP_2020_FOR_056_V12020-09-01,2020-06-10
52507,7046,BLM_AIM,NM_Farmington_LUP_2020_FOR_057_V12020-09-01,2020-06-11
52508,6071,BLM_AIM,NM_Farmington_LUP_2020_FOR_058_V12020-09-01,2020-06-30
52509,7293,BLM_AIM,NM_Farmington_LUP_2020_FOR_059_V12020-09-01,2020-07-07
52510,6903,BLM_AIM,NM_Farmington_LUP_2020_FOR_061_V12020-09-01,2020-07-08
52511,5855,BLM_AIM,NM_Farmington_LUP_2020_FOR_062_V12020-09-01,2020-07-15
52512,7584,BLM_AIM,NM_Farmington_LUP_2020_FOR_063_V12020-09-01,2020-07-29
52513,6828,BLM_AIM,NM_Farmington_LUP_2020_FOR_065_V12020-09-01,2020-08-10
52514,5795,BLM_AIM,NM_Farmington_LUP_2020_FOR_066_V12020-09-01,2020-08-19
52515,6743,BLM_AIM,NM_Farmington_LUP_2020_FOR_068_V12020-09-01,2020-09-08
52516,5900,BLM_AIM,NM_Farmington_LUP_2020_FOR_069_V12020-09-01,2020-09-09
52517,7376,BLM_AIM,NM_Farmington_LUP_2020_FOR_071_V12020-09-01,2020-09-29
52518,6813,BLM_AIM,NM_Farmington_LUP_2020_FOR_072_V12020-09-01,2020-08-11
52519,7033,BLM_AIM,NM_Farmington_LUP_2020_FOR_073_V12020-09-01,2020-09-29
52520,7485,BLM_AIM,NM_Farmington_LUP_2020_FOR_075_V12020-09-01,2020-09-28
52521,6848,BLM_AIM,NM_Farmington_LUP_2020_FOR_077_V12020-09-01,2020-09-30
52522,5764,BLM_AIM,NM_Farmington_LUP_2020_FOR_078_V12020-09-01,2020-09-15
52523,6162,BLM_AIM,NM_Farmington_LUP_2020_LOAM_172_V12020-09-01,2020-06-17
52524,5476,BLM_AIM,NM_Farmington_LUP_2020_LOAM_173_V12020-09-01,2020-06-29
52525,6043,BLM_AIM,NM_Farmington_LUP_2020_LOAM_174_V12020-09-01,2020-07-01
52526,6865,BLM_AIM,NM_Farmington_LUP_2020_LOAM_175_V12020-09-01,2020-07-08
52527,6114,BLM_AIM,NM_Farmington_LUP_2020_LOAM_176_V12020-09-01,2020-07-14
52528,5837,BLM_AIM,NM_Farmington_LUP_2020_LOAM_178_V12020-09-01,2020-07-15
52529,6611,BLM_AIM,NM_Farmington_LUP_2020_LOAM_179_V12020-09-01,2020-07-30
52530,5921,BLM_AIM,NM_Farmington_LUP_2020_LOAM_180_V12020-09-01,2020-09-02
52531,6639,BLM_AIM,NM_Farmington_LUP_2020_LOAM_181_V12020-09-01,2020-08-11
52532,5818,BLM_AIM,NM_Farmington_LUP_2020_LOAM_182_V12020-09-01,2020-06-24
52533,5949,BLM_AIM,NM_Farmington_LUP_2020_LOAM_183_V12020-09-01,2020-06-25
52534,7436,BLM_AIM,NM_Farmington_LUP_2020_LOAM_184_V12020-09-01,2020-08-25
52535,5912,BLM_AIM,NM_Farmington_LUP_2020_LOAM_185_V12020-09-01,2020-09-09
52536,5630,BLM_AIM,NM_Farmington_LUP_2020_LOAM_186_V12020-09-01,2020-09-14
52537,5925,BLM_AIM,NM_Farmington_LUP_2020_LOAM_187_V12020-09-01,2020-10-13
52538,5760,BLM_AIM,NM_Farmington_LUP_2020_SALT_271_V12020-09-01,2020-08-20
52539,5796,BLM_AIM,NM_Farmington_LUP_2020_SALT_272_V12020-09-01,2020-06-23
52540,7539,BLM_AIM,NM_Farmington_LUP_2020_SAND_296_V12020-09-01,2020-06-09
52541,6320,BLM_AIM,NM_Farmington_LUP_2020_SAND_298_V12020-09-01,2020-06-16
52542,7016,BLM_AIM,NM_Farmington_LUP_2020_SAND_300_V12020-09-01,2020-07-09
52543,6704,BLM_AIM,NM_Farmington_LUP_2020_SAND_301_V12020-09-01,2020-07-09
52544,6902,BLM_AIM,NM_Farmington_LUP_2020_SAND_302_V12020-09-01,2020-08-06
52545,5840,BLM_AIM,NM_Farmington_LUP_2020_SAND_303_V12020-09-01,2020-09-02
52546,5861,BLM_AIM,NM_Farmington_LUP_2020_SAND_307_V12020-09-01,2020-08-31
52547,7105,BLM_AIM,NM_Farmington_LUP_2020_SAND_308_V12020-09-01,2020-10-12
52548,794,BLM_AIM,NM_LCDO_Allotments_2023_01002_R042BB023NM_V12023-09-01,2023-11-29
52549,751,BLM_AIM,NM_LCDO_Allotments_2023_01002_R042BB037NM_V12023-09-01,2023-11-29
52550,1194,BLM_AIM,NM_LCDO_Allotments_2023_01009_R042BB010NM_V12023-09-01,2023-12-03
52551,877,BLM_AIM,NM_LCDO_Allotments_2023_01019_R042BB027NM_V12023-09-01,2023-11-30
52552,1542,BLM_AIM,NM_LCDO_Allotments_2023_01024_R042BB027NM_V12023-09-01,2023-12-16
52553,1424,BLM_AIM,NM_LCDO_Allotments_2023_01032_R042BB027NM_V12023-09-01,2023-12-17
52554,1138,BLM_AIM,NM_LCDO_Allotments_2023_01035_R041XB207AZ_V12023-09-01,2023-10-26
52555,1234,BLM_AIM,NM_LCDO_Allotments_2023_01042_R041XB207AZ_V12023-09-01,2023-10-25
52556,1487,BLM_AIM,NM_LCDO_Allotments_2023_01057_R042BB014NM_V12023-09-01,2023-11-03
52557,1386,BLM_AIM,NM_LCDO_Allotments_2023_01057_R042BB027NM_V12023-09-01,2023-11-06
52558,1345,BLM_AIM,NM_LCDO_Allotments_2023_01060_R042BB010NM_V12023-09-01,2023-10-25
52559,898,BLM_AIM,NM_LCDO_Allotments_2023_01063_R042BB014NM_V12023-09-01,2023-10-20
52560,1036,BLM_AIM,NM_LCDO_Allotments_2023_01064_R070BC033NM_V12023-09-01,2023-12-15
52561,1066,BLM_AIM,NM_LCDO_Allotments_2023_01064_R070BC036NM_V12023-09-01,2023-12-03
52562,1522,BLM_AIM,NM_LCDO_Allotments_2023_01072_R041XB211AZ_V12023-09-01,2023-12-02
52563,1328,BLM_AIM,NM_LCDO_Allotments_2023_01084_R042BB014NM_V12023-09-01,2023-11-05
52564,1426,BLM_AIM,NM_LCDO_Allotments_2023_01084_R042BB023NM_V12023-09-01,2023-11-04
52565,801,BLM_AIM,NM_LCDO_Allotments_2023_01085_R042BB027NM_V12023-09-01,2023-11-28
52566,1431,BLM_AIM,NM_LCDO_Allotments_2023_01087_R042BB014NM_V12023-09-01,2023-11-07
52567,879,BLM_AIM,NM_LCDO_Allotments_2023_01089_R041XC314AZ_V12023-09-01,2023-12-01
52568,876,BLM_AIM,NM_LCDO_Allotments_2023_01541_R042BB014NM_V12023-09-01,2023-12-01
52569,1447,BLM_AIM,NM_LCDO_Allotments_2023_01545_R041XB211AZ_V12023-09-01,2023-12-02
52570,1251,BLM_AIM,NM_LCDO_INT_JUNIPER_2022_Control_LimestoneHills_V12022-09-01,2022-10-19
52571,1230,BLM_AIM,NM_LCDO_INT_JUNIPER_2022_Control_Loamy_V12022-09-01,2022-10-20
52572,1243,BLM_AIM,NM_LCDO_INT_JUNIPER_2022_Exclosure_LimestoneHills_V12022-09-01,2022-10-19
52573,1239,BLM_AIM,NM_LCDO_INT_JUNIPER_2022_Exclosure_Loamy_V12022-09-01,2022-10-20
52574,419,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-169_V12023-09-01,2023-08-15
52575,21,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-172_V12023-09-01,2023-11-04
52576,853,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-179_V12023-09-01,2023-08-08
52577,692,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-181_V12023-09-01,2023-08-16
52578,696,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-183_V12023-09-01,2023-08-09
52579,18,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-184_V12023-09-01,2023-11-05
52580,986,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-199_V12023-09-01,2023-08-17
52581,555,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-201_V12023-09-01,2023-08-18
52582,1070,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-203_V12023-09-01,2023-10-18
52583,1,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-204_V12023-09-01,2023-11-03
52584,1664,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-206_V12023-09-01,2023-09-12
52585,535,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-207_V12023-09-01,2023-10-24
52586,46,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-208_V12023-09-01,2023-11-06
52587,1604,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-209_V12023-09-01,2023-09-25
52588,730,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-210_V12023-09-01,2023-08-30
52589,1864,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-211_V12023-09-01,2023-09-20
52590,724,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-212_V12023-09-01,2023-11-30
52591,1368,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-213_V12023-09-01,2023-09-21
52592,2289,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-214_V12023-09-01,2023-09-24
52593,323,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-215_V12023-09-01,2023-08-19
52594,249,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-217_V12023-09-01,2023-09-13
52595,2158,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-218_V12023-09-01,2023-09-21
52596,1002,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-219_V12023-09-01,2023-10-18
52597,641,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-221_V12023-09-01,2023-12-04
52598,1381,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-222_V12023-09-01,2023-10-24
52599,1855,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-223_V12023-09-01,2023-09-13
52600,26,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-224_V12023-09-01,2023-11-04
52601,996,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-226_V12023-09-01,2023-09-12
52602,919,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-227_V12023-09-01,2023-09-15
52603,1040,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-228_V12023-09-01,2023-10-19
52604,263,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-229_V12023-09-01,2023-08-31
52605,2163,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-230_V12023-09-01,2023-09-23
52606,315,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-231_V12023-09-01,2023-08-20
52607,3,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-232_V12023-09-01,2023-11-03
52608,298,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-233_V12023-09-01,2023-09-14
52609,2471,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-234_V12023-09-01,2023-10-05
52610,498,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-235_V12023-09-01,2023-10-25
52611,257,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-236_V12023-09-01,2023-10-25
52612,506,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-237_V12023-09-01,2023-08-30
52613,1945,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-238_V12023-09-01,2023-09-14
52614,6,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB-300_V12023-09-01,2023-12-14
52615,7,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_108_V12022-09-01,2022-10-27
52616,1201,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_116_V12022-09-01,2022-11-19
52617,2,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_140_V12022-09-01,2022-10-26
52618,1892,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_159_V12022-09-01,2022-10-07
52619,43,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_160_V12022-09-01,2022-11-01
52620,1687,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_161_V12022-09-01,2022-10-17
52621,975,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_162_V12022-09-01,2022-08-22
52622,807,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_163_V12022-09-01,2022-11-17
52623,1080,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_164_V12022-09-01,2022-11-16
52624,931,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_165_V12022-09-01,2022-10-03
52625,2215,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_166_V12022-09-01,2022-10-05
52626,268,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_167_V12022-09-01,2022-11-02
52627,139,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_168_V12022-09-01,2022-11-03
52628,395,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_171_V12022-09-01,2022-11-16
52629,410,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_173_V12022-09-01,2022-10-16
52630,1899,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_174_V12022-09-01,2022-10-08
52631,783,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_175_V12022-09-01,2022-11-14
52632,749,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_178_V12022-09-01,2022-08-24
52633,1108,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_180_V12022-09-01,2022-11-18
52634,380,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_185_V12022-09-01,2022-12-03
52635,296,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_187_V12022-09-01,2022-11-02
52636,153,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_188_V12022-09-01,2022-10-25
52637,275,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_189_V12022-09-01,2022-12-02
52638,1118,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_191_V12022-09-01,2022-11-15
52639,1937,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_195_V12022-09-01,2022-10-08
52640,577,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_196_V12022-09-01,2022-11-17
52641,1388,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_197_V12022-09-01,2022-10-13
52642,862,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_198_V12022-09-01,2022-08-23
52643,518,BLM_AIM,NM_LCDO_LUP_MIMBRES_2019_MIMB_205_V12022-09-01,2022-12-04
52644,2357,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_AHI-012_V12023-09-01,2023-09-19
52645,2260,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_AHI-013_V12023-09-01,2023-09-20
52646,477,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_BOO_064_V12022-09-01,2022-09-01
52647,610,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_BOO_065_V12022-09-01,2022-09-01
52648,219,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_BOO_066_V12022-09-01,2022-09-02
52649,2149,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_BO_038_V12022-09-01,2022-11-05
52650,2124,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_BO_040_V12022-09-01,2022-09-24
52651,1782,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_BO_041_V12022-09-01,2022-12-05
52652,2041,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_BO_042_V12022-09-01,2022-12-12
52653,2408,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GR-107_V12023-09-01,2023-10-26
52654,2161,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GR-113_V12023-09-01,2023-10-09
52655,333,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRO_146_V12022-09-01,2022-09-03
52656,289,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRO_147_V12022-09-01,2022-08-31
52657,796,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRO_148_V12022-09-01,2022-09-04
52658,242,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRO_149_V12022-09-01,2022-08-31
52659,613,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRO_150_V12022-09-01,2022-10-22
52660,689,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRS-177_V12023-09-01,2023-08-29
52661,1898,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRS_174_V12022-09-01,2022-12-12
52662,858,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRS_175_V12022-09-01,2022-08-19
52663,310,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GRS_176_V12022-09-01,2022-09-16
52664,1930,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GR_105_V12022-09-01,2022-11-06
52665,2062,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GR_108_V12022-09-01,2022-09-25
52666,1819,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GR_109_V12022-09-01,2022-11-30
52667,2830,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GR_110_V12022-09-01,2022-09-20
52668,2668,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GR_112_V12022-09-01,2022-11-02
52669,277,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GU_194_V12022-09-01,2022-10-24
52670,1813,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_GU_195_V12022-09-01,2022-09-28
52671,2480,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_HI_219_V12022-09-01,2022-09-21
52672,286,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_HI_221_V12022-09-01,2022-09-03
52673,2473,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_HI_223_V12022-09-01,2022-12-11
52674,2630,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_JHI-241_V12023-09-01,2023-10-08
52675,2904,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_JHI-243_V12023-09-01,2023-10-07
52676,2039,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LHI_264_V12022-09-01,2022-10-02
52677,2177,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LHI_265_V12022-09-01,2022-09-22
52678,2204,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LHI_267_V12022-09-01,2022-09-22
52679,1146,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LOO_317_V12022-09-01,2022-09-17
52680,711,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LOO_318_V12022-09-01,2022-10-21
52681,587,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LOO_319_V12022-09-01,2022-09-04
52682,2213,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LOO_320_V12022-09-01,2022-11-30
52683,2070,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LO_288_V12022-09-01,2022-09-24
52684,2184,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LO_289_V12022-09-01,2022-11-05
52685,2016,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_LO_290_V12022-09-01,2022-12-05
52686,2823,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_MA_335_V12022-09-01,2022-11-01
52687,695,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_MHI-391_V12023-09-01,2023-10-06
52688,1161,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_MHI-392_V12023-09-01,2023-10-19
52689,1185,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_MHI-394_V12023-09-01,2023-10-06
52690,345,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_MHI-395_V12023-09-01,2024-01-03
52691,1077,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_MHI_384_V12022-09-01,2022-09-18
52692,319,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_MHI_389_V12022-09-01,2022-08-30
52693,1177,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_MHI_390_V12022-09-01,2022-09-16
52694,1828,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SA_425_V12022-09-01,2022-12-06
52695,663,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SA_426_V12022-09-01,2022-12-01
52696,1629,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SA_427_V12022-09-01,2022-09-29
52697,1938,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SA_428_V12022-09-01,2022-08-16
52698,928,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SA_429_V12022-09-01,2022-10-01
52699,476,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SA_430_V12022-09-01,2022-12-04
52700,2457,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SS_453_V12022-09-01,2022-11-03
52701,2486,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SS_454_V12022-09-01,2022-11-02
52702,2298,BLM_AIM,NM_LCDO_LUP_TRICOUNTY_2017_SS_455_V12022-09-01,2022-11-03
52703,1277,BLM_AIM,NM_LCDO_MoccasinDraw_2023_MD_Lime_Exclosure_V12023-09-01,2023-10-04
52704,1296,BLM_AIM,NM_LCDO_MoccasinDraw_2023_MD_Limes_Control_V12023-09-01,2023-10-18
52705,1297,BLM_AIM,NM_LCDO_MoccasinDraw_2023_MD_Loamy_Control_V12023-09-01,2023-10-18
52706,1279,BLM_AIM,NM_LCDO_MoccasinDraw_2023_MD_Loamy_Exclosure_V12023-09-01,2023-10-05
52707,1318,BLM_AIM,NM_LCDO_RANGE_2022_Gravel_062_V22022-09-01,2022-09-27
52708,1360,BLM_AIM,NM_LCDO_RANGE_2022_Gravel_065_V22022-09-01,2022-10-15
52709,1304,BLM_AIM,NM_LCDO_RANGE_2022_Hills_214_V22022-09-01,2022-11-11
52710,1269,BLM_AIM,NM_LCDO_RANGE_2022_Hills_218_V22022-09-01,2022-09-15
52711,1107,BLM_AIM,NM_LCDO_RANGE_2022_Sandy_491_V22022-09-01,2022-08-18
52712,1106,BLM_AIM,NM_LCDO_RANGE_2022_Sandy_491_V32022-09-01,2022-09-14
52713,1128,BLM_AIM,NM_LCDO_RANGE_2022_Shallow_561_V22022-09-01,2022-08-18
52714,1409,BLM_AIM,NM_LasCrucesDO_2016_LUP_Bottom-001_V22021-09-01,2021-09-22
52715,526,BLM_AIM,NM_LasCrucesDO_2016_LUP_Bottom-002_V22021-09-01,2021-11-11
52716,84,BLM_AIM,NM_LasCrucesDO_2016_LUP_Bottom-003_V22021-09-01,2021-08-23
52717,1464,BLM_AIM,NM_LasCrucesDO_2016_LUP_Bottom-004_V22021-09-01,2021-11-03
52718,188,BLM_AIM,NM_LasCrucesDO_2016_LUP_Bottom-005_V22021-09-01,2021-09-14
52719,367,BLM_AIM,NM_LasCrucesDO_2016_LUP_Bottom-006_V22021-09-01,2021-11-08
52720,1418,BLM_AIM,NM_LasCrucesDO_2016_LUP_Bottom-016_V22021-09-01,2021-10-22
52721,531,BLM_AIM,NM_LasCrucesDO_2016_LUP_GSand-141_V22021-09-01,2021-08-19
52722,1259,BLM_AIM,NM_LasCrucesDO_2016_LUP_Gloam-101_V22021-09-01,2021-10-14
52723,1273,BLM_AIM,NM_LasCrucesDO_2016_LUP_Gloam-102_V22021-09-01,2021-10-01
52724,921,BLM_AIM,NM_LasCrucesDO_2016_LUP_Gloam-103_V22021-09-01,2021-09-28
