LDCpointID,ProjectKey,PrimaryKey,DateVisited,TrtPolyID,Trt_Type_Major,Trt_Type_Sub,comp_date_est
7560,BLM_AIM,NM_FFO_FUELS_TRGT_2023_RimFireUnder2023-09-01,2023-09-11,,,,
7561,BLM_AIM,2016323205711B2,2016-04-05,,,,
7562,BLM_AIM,NV_SNDO_LUP_2021_PJRV-219_V12023-09-01,2023-06-22,,,,
7563,BLM_AIM,CO_SLVFO_LUP_2020_LIMY_070_V22022-09-01,2022-09-09,,,,
7564,BLM_AIM,17082914355534922017-09-01,2017-08-28,,,,
7565,BLM_AIM,CO_SLVFO_LUP_2020_SANDY_NR_005_V12022-09-01,2022-07-26,,,,
7566,BLM_AIM,CO_SLVFO_INT_TRGT_2022_NPOS_02_V22022-09-01,2022-07-13,12913,Seeding,Drill Seeding,1964-05-15
7567,BLM_AIM,17090708565089192017-09-01,2017-09-06,12913,Seeding,Drill Seeding,1964-05-15
7568,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021_057_V12022-09-01,2022-07-09,,,,
7569,BLM_AIM,17061407565787782017-09-01,2017-06-13,,,,
7570,BLM_AIM,CO_SLVFO_LUP_2020_HILL_012_V22022-09-01,2022-08-27,,,,
7571,BLM_AIM,AZ_GCPNM_UMLRP_2022_MtTrumbull_009_V12022-09-01,2022-07-22,,,,
7572,BLM_AIM,19061409451179672019-09-01,2019-06-13,,,,
7573,BLM_AIM,12050814495984242012-09-01,2012-04-11,,,,
7574,BLM_AIM,CO_SLVFO_LUP_2020_HILL-022_V22023-09-01,2023-07-13,,,,
7575,BLM_AIM,18081109024885692018-09-01,2018-08-10,,,,
7576,BLM_AIM,CO_SLVFO_INT_TRGT_2022_NPOS_03_V22022-09-01,2022-07-12,12913,Seeding,Drill Seeding,1964-05-15
7577,BLM_AIM,17091913025890512017-09-01,2017-09-18,12913,Seeding,Drill Seeding,1964-05-15
7578,BLM_AIM,2023415200508B1,2023-05-18,,,,
7579,BLM_AIM,2015627201108B1,2015-09-29,,,,
7580,BLM_AIM,2023821200513B1,2023-08-21,,,,
7581,BLM_AIM,11061216050485232011-09-01,2011-06-11,,,,
7582,BLM_AIM,2023415200508B2,2023-05-18,,,,
7583,BLM_AIM,NM_FFO_LUP_2020_FOR-140_V12023-09-01,2023-07-30,,,,
7584,BLM_AIM,NM_Farmington_LUP_2020_FOR_063_V12020-09-01,2020-07-29,,,,
7585,BLM_AIM,2015627201108B2,2015-09-29,,,,
7586,BLM_AIM,AZ_GCPNM_UMLRP_2022_MtTrumbull_008_V12022-09-01,2022-07-22,,,,
7587,BLM_AIM,2023821200513B2,2023-08-21,,,,
7588,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-103_V12023-09-01,2023-07-08,,,,
7589,BLM_AIM,COF03000_2019_HILL-0342019-09-01,2019-07-02,,,,
7590,BLM_AIM,COF03000_2019_MTN-1772019-09-01,2019-07-01,,,,
7591,BLM_AIM,15091611231326772015-09-01,2015-09-15,,,,
7592,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Other-137_V22020-09-01,2020-07-14,,,,
7593,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021_015_V12022-09-01,2022-07-06,,,,
7594,BLM_AIM,16092009255113802016-09-01,2016-09-19,,,,
7595,BLM_AIM,CO_CO_San_Luis_Valley_Field_Office_GRA_2021_MOG-07_V22021-09-01,2021-09-22,,,,
7596,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021_043_V12022-09-01,2022-07-09,,,,
7597,BLM_AIM,19062910355563182019-09-01,2019-06-28,,,,
7598,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_OTRV-14_V12021-09-01,2021-05-31,,,,
7599,BLM_AIM,19061910475435172019-09-01,2019-06-18,,,,
7600,BLM_AIM,1607061100316062016-09-01,2016-07-05,,,,
7601,BLM_AIM,16092209393773902016-09-01,2016-09-21,,,,
7602,BLM_AIM,CO_CO_San_Luis_Valley_Field_Office_GRA_2021_MOG-08_V22021-09-01,2021-09-20,,,,
7603,BLM_AIM,17090712112353792017-09-01,2017-09-06,12913,Seeding,Drill Seeding,1964-05-15
7604,BLM_AIM,20061508403784092020-09-01,2020-06-14,,,,
7605,BLM_AIM,20163545202412B1,2016-06-09,,,,
7606,BLM_AIM,19052111240545402019-09-01,2019-05-20,,,,
7607,BLM_AIM,1703291413497752017-09-01,2017-03-28,,,,
7609,BLM_AIM,17092615224213892017-09-01,2017-09-25,,,,
7610,BLM_AIM,CO_SLVFO_INT_TRGT_2022_SLH_02_V22022-09-01,2022-07-31,,,,
7611,BLM_AIM,17050909164535462017-09-01,2017-05-08,,,,
7612,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_BA-007_V22021-09-01,2021-03-23,,,,
7613,BLM_AIM,2022627200617B1,2022-04-26,,,,
7614,BLM_AIM,2017627201103B1,2017-08-03,,,,
7615,BLM_AIM,18030609100978112018-09-01,2018-03-12,,,,
7617,BLM_AIM,20163545202412B2,2016-06-09,,,,
7618,BLM_AIM,19042208305388742019-09-01,2019-04-21,,,,
7619,BLM_AIM,16071314153681602016-09-01,2016-07-12,,,,
7620,BLM_AIM,CO_CO_San_Luis_Valley_LUP_2020_HILL-003_V22021-09-01,2021-07-09,,,,
7621,BLM_AIM,1706141245336292017-09-01,2017-06-13,,,,
7622,BLM_AIM,CO_SLVFO_LUP_2020_LIMY_067_V22022-09-01,2022-07-12,,,,
7623,BLM_AIM,1805151046599232018-09-01,2018-05-08,,,,
7624,BLM_AIM,1806111336281762018-09-01,2018-05-23,,,,
7625,BLM_AIM,18041711085193242018-09-01,2018-04-10,,,,
7626,BLM_AIM,2012821030901O1,2013-05-30,,,,
7627,BLM_AIM,CO_CO_San_Luis_Valley_Field_Office_GRA_2021_MOG-03_V22021-09-01,2021-09-21,,,,
7628,BLM_AIM,16091910145920962016-09-01,2016-09-18,,,,
7629,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021_060_V12022-09-01,2022-07-20,,,,
7630,BLM_AIM,NV_NV-Southern-Nevada-DO-2020_SNDO-004_V12021-09-01,2021-04-30,,,,
7631,BLM_AIM,2022627200617B2,2022-04-26,,,,
7632,BLM_AIM,2017627204214B1,2017-09-08,,,,
7633,BLM_AIM,17091213105637402017-09-01,2017-09-11,,,,
7634,BLM_AIM,CO_SLVFO_INT_TRGT_2022_SLH_01_V22022-09-01,2022-07-31,,,,
7635,BLM_AIM,2017627204214B2,2017-09-08,,,,
7636,BLM_AIM,2017627200611B2,2017-08-02,,,,
7637,BLM_AIM,2017627200611B1,2017-08-02,,,,
7638,BLM_AIM,2018323205706B1,2018-05-12,,,,
7639,BLM_AIM,COF03000_2019_LIMY-0982019-09-01,2019-07-02,,,,
7640,BLM_AIM,2012323120301R2,2013-04-30,,,,
7641,BLM_AIM,NV_SNDO_LUP_2021_PJRV_107_V12022-09-01,2022-05-27,,,,
7642,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021_073_V12022-09-01,2022-07-20,,,,
7643,BLM_AIM,2012821030901O2,2013-05-30,,,,
7644,BLM_AIM,17071116564613672017-09-01,2017-06-19,,,,
7645,BLM_AIM,2012323120301R1,2013-05-01,,,,
7646,BLM_AIM,19072916481282522019-09-01,2019-05-03,,,,
7647,BLM_AIM,18061215400811612018-09-01,2018-05-23,,,,
7648,BLM_AIM,15070708555762132015-09-01,2015-07-06,,,,
7649,BLM_AIM,2018323205706B2,2018-05-12,,,,
7650,BLM_AIM,11052507345864272011-09-01,2011-06-12,,,,
7651,BLM_AIM,CO_SLVFO_LUP_2020_LIMY-082_V22023-09-01,2023-07-12,,,,
7652,BLM_AIM,18071810264184262018-09-01,2018-07-17,,,,
7653,BLM_AIM,18041614534562102018-09-01,2018-04-10,,,,
7654,BLM_AIM,16070709502641672016-09-01,2016-07-06,,,,
7655,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_SANDY-NR-002_V12020-09-01,2020-08-27,,,,
7656,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_SVRV-8_V12021-09-01,2021-04-05,,,,
7657,BLM_AIM,2017323205709B1,2017-05-17,,,,
7658,BLM_AIM,1905031546473772019-09-01,2019-05-02,,,,
7659,BLM_AIM,16070708582531132016-09-01,2016-07-06,,,,
7660,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Limy-Bench-046_V22020-09-01,2020-06-27,,,,
7661,BLM_AIM,15062509253719112015-09-01,2015-06-24,,,,
7662,BLM_AIM,NV_SNDO_LUP_2021_OTRV-32_V12023-09-01,2023-05-12,,,,
7663,BLM_AIM,17072612540566672017-09-01,2017-07-25,,,,
7664,BLM_AIM,CO_SLVFO_LUP_2020_MTN_169_V22022-09-01,2022-07-11,,,,
7665,BLM_AIM,20061409335734942020-09-01,2020-06-13,,,,
7666,BLM_AIM,2012415261001B1,2013-08-08,,,,
7667,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021_055_V12022-09-01,2022-07-08,,,,
7668,BLM_AIM,2017323205709B2,2017-05-17,,,,
7669,BLM_AIM,16091413250864802016-09-01,2016-09-13,,,,
7670,BLM_AIM,CO_CO_San_Luis_Valley_Field_Office_GRA_2021_MOG-02_V22021-09-01,2021-09-21,,,,
7671,BLM_AIM,19072915050638942019-09-01,2019-05-01,,,,
7672,BLM_AIM,2019323205712B1,2019-04-09,,,,
7673,BLM_AIM,12050913350599572012-09-01,2012-03-26,,,,
7674,BLM_AIM,19052008381028012019-09-01,2019-05-19,,,,
7675,BLM_AIM,2012415261001B2,2013-08-07,,,,
7676,BLM_AIM,CO_CO_San_Luis_Valley_Field_Office_GRA_2021_MOG-01_V22021-09-01,2021-09-21,,,,
7677,BLM_AIM,16091410365216102016-09-01,2016-09-13,,,,
7678,BLM_AIM,19072915374611522019-09-01,2019-05-02,,,,
7679,BLM_AIM,15031312570272742015-09-01,2015-03-13,,,,
7680,BLM_AIM,19040811360495272019-09-01,2019-04-07,,,,
7681,BLM_AIM,CO_CO_San_Luis_Valley_Field_Office_GRA_2021_MOG-06_V22021-09-01,2021-09-22,,,,
7682,BLM_AIM,16091913222654262016-09-01,2016-09-18,,,,
7683,BLM_AIM,18060415521889912018-09-01,2018-06-03,,,,
7684,BLM_AIM,NV_SNDO_LUP_2019_OT_253_V22022-09-01,2022-05-15,,,,
7685,BLM_AIM,2019627201105B1,2019-04-27,,,,
7686,BLM_AIM,16090614230328652016-09-01,2016-09-05,,,,
7687,BLM_AIM,NV_SNDO_LUP_2021_SNDO-037_V12023-09-01,2023-03-19,,,,
7688,BLM_AIM,2012415271501B1,2013-07-24,1663,Prescribed Burn,Prescribed Burn,1983-07-15
7689,BLM_AIM,2019323205712B3,2019-04-09,,,,
7690,BLM_AIM,2019627201105B2,2019-04-27,,,,
7691,BLM_AIM,19072416320758102019-09-01,2019-04-22,,,,
7692,BLM_AIM,2017415200511B1,2017-06-19,,,,
7693,BLM_AIM,2021627204208B1,2021-05-08,,,,
7694,BLM_AIM,NV_SNDO_LUP_2019_RPRV-19_V12023-09-01,2023-06-08,,,,
7695,BLM_AIM,19053013552810302019-09-01,2019-05-29,,,,
7696,BLM_AIM,17041208514724352017-09-01,2017-04-11,,,,
7697,BLM_AIM,2017415200511B2,2017-06-20,,,,
7698,BLM_AIM,COF03000_2019_HILL-0352019-09-01,2019-08-20,,,,
7699,BLM_AIM,2015627201117B3,2015-09-28,,,,
7700,BLM_AIM,2012415271501B2,2013-07-24,1663,Prescribed Burn,Prescribed Burn,1983-07-15
7701,BLM_AIM,CO_SLVFO_INT_TRGT_2022_SPOS_02_V22022-09-01,2022-07-13,,,,
7702,BLM_AIM,17091109142765182017-09-01,2017-09-10,,,,
7703,BLM_AIM,18051515244322312018-09-01,2018-05-07,,,,
7704,BLM_AIM,COF03000_2019_LIMY-0912019-09-01,2019-08-20,,,,
7705,BLM_AIM,NV_SNDO_LUP_2019_PJRV_23_V12022-09-01,2022-05-15,,,,
7706,BLM_AIM,2021627204208B2,2021-05-08,,,,
7707,BLM_AIM,18050110305140192018-09-01,2018-04-23,,,,
7708,BLM_AIM,15062109124871052015-09-01,2015-06-20,,,,
7709,BLM_AIM,1908081346334912019-09-01,2019-05-06,,,,
7710,BLM_AIM,COF03000_2019_SAND-3022019-09-01,2019-06-12,,,,
7711,BLM_AIM,16090611081857032016-09-01,2016-09-05,,,,
7712,BLM_AIM,14031212145954082014-09-01,2014-03-11,,,,
7713,BLM_AIM,2021627204212B1,2021-05-07,,,,
7714,BLM_AIM,15081714323372832015-09-01,2015-08-16,,,,
7715,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Basalt-Hills-007_V22020-09-01,2020-07-31,,,,
7716,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Sandy-206_V22020-09-01,2020-08-14,,,,
7717,BLM_AIM,15061013344873842015-09-01,2015-06-09,,,,
7718,BLM_AIM,15061809301820972015-09-01,2015-06-17,,,,
7719,BLM_AIM,16081713405253512016-09-01,2016-08-16,,,,
7720,BLM_AIM,2021323205920B1,2021-03-31,,,,
7721,BLM_AIM,CO_SLVFO_LUP_2020_LIMY-NR-016_V12023-09-01,2023-06-14,,,,
7722,BLM_AIM,19072418062762392019-09-01,2019-04-23,,,,
7724,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-107_V12023-09-01,2023-07-21,,,,
7725,BLM_AIM,2021627204212B2,2021-05-07,,,,
7726,BLM_AIM,NV_NV-Southern-Nevada-DO-2020_SNDO-001_V12021-09-01,2021-04-17,,,,
7727,BLM_AIM,2021323205920B2,2021-03-31,,,,
7728,BLM_AIM,14031118024396832014-09-01,2014-03-11,,,,
7729,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-169_V12023-09-01,2023-07-11,,,,
7730,BLM_AIM,16070513333456192016-09-01,2016-07-04,,,,
7731,BLM_AIM,15070711514827582015-09-01,2015-07-06,,,,
7732,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Basalt-Hills-003_V22020-09-01,2020-07-21,,,,
7733,BLM_AIM,15091010044945652015-09-01,2015-09-09,,,,
7734,BLM_AIM,18041713293987802018-09-01,2018-04-11,,,,
7735,BLM_AIM,1605251641189022016-09-01,2016-05-24,,,,
7736,BLM_AIM,NV_SNDO_LUP_2019_LasVegasValley03_V22023-09-01,2023-05-14,,,,
7737,BLM_AIM,1506201056376322015-09-01,2015-06-19,,,,
7738,BLM_AIM,11052509520731342011-09-01,2011-06-12,,,,
7739,BLM_AIM,1306091411094312013-09-01,2013-06-08,,,,
7740,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-177_V12023-09-01,2023-07-22,,,,
7741,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-124_V12023-09-01,2023-07-25,,,,
7742,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021_059_V12022-09-01,2022-07-10,,,,
7743,BLM_AIM,16070509123195972016-09-01,2016-07-04,,,,
7744,BLM_AIM,CO_CO_SanLuisValleyFO_LUP_2016_LME-16_V22021-09-01,2021-07-24,,,,
7745,BLM_AIM,2017629204603B2,2017-06-08,,,,
7747,BLM_AIM,18051416041842152018-09-01,2018-05-09,,,,
7749,BLM_AIM,13060912124459732013-09-01,2013-06-08,,,,
7750,BLM_AIM,NV_SNDO_LUP_2019_WheelerWash17_V22023-09-01,2023-03-18,,,,
7751,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Basalt-Hills-002_V22020-09-01,2020-06-27,,,,
7752,BLM_AIM,1506100929063992015-09-01,2015-06-09,,,,
7753,BLM_AIM,15031215131057372015-09-01,2015-03-11,,,,
7754,BLM_AIM,2011323130601G1,2011-11-15,,,,
7755,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_HILLS-NR-014_V12020-09-01,2020-08-14,,,,
7756,BLM_AIM,2011323130601G2,2011-11-15,,,,
7758,BLM_AIM,15070714220476882015-09-01,2015-07-06,,,,
7759,BLM_AIM,COF03000_2019_HILL-0322019-09-01,2019-07-09,,,,
7760,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021_079_V12022-09-01,2022-07-21,8766,Herbicide/Weeds/Chemical,Herbicide,1998-09-27
7761,BLM_AIM,11101008260421512011-09-01,2011-09-08,,,,
7762,BLM_AIM,CO_CO_SanLuisValleyFO_LUP_2016_LME-19_V22021-09-01,2021-07-24,,,,
7763,BLM_AIM,16070713133643232016-09-01,2016-07-06,,,,
7764,BLM_AIM,19050208153755822019-09-01,2019-05-01,,,,
7765,BLM_AIM,16032811103530922016-09-01,2016-03-29,,,,
7766,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_RP-317_V22021-09-01,2021-03-22,,,,
7767,BLM_AIM,NV_SNDO_LUP_2019_SVRV-16_V12023-09-01,2023-03-19,,,,
7768,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_BA-010_V22021-09-01,2021-04-04,,,,
7769,BLM_AIM,17032809220167632017-09-01,2017-03-27,,,,
7770,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_032_V12022-09-01,2022-05-12,,,,
7771,BLM_AIM,2021323205816B1,2021-04-04,,,,
7772,BLM_AIM,2016415200805B1,2016-07-24,,,,
7773,BLM_AIM,2016415200517B1,2016-07-21,,,,
7774,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-121_V12023-09-01,2023-07-08,,,,
7775,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_016_V12022-09-01,2022-05-12,,,,
7776,BLM_AIM,2016415200805B2,2016-07-25,,,,
7777,BLM_AIM,2021323205816B2,2021-04-04,,,,
7778,BLM_AIM,16081710034028352016-09-01,2016-08-16,,,,
7779,BLM_AIM,16032811100286872016-09-01,2016-03-28,,,,
7780,BLM_AIM,NV_SNDO_LUP_2019_SV-391_V22023-09-01,2023-04-15,,,,
7781,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-185_V12023-09-01,2023-07-25,,,,
7782,BLM_AIM,11101320032946342011-09-01,2011-10-12,,,,
7783,BLM_AIM,NV_SNDO_LUP_2019_Gold_Butte_21_V22022-09-01,2022-04-15,,,,
7784,BLM_AIM,2014323205716B1,2014-04-19,,,,
7786,BLM_AIM,1509170843256252015-09-01,2015-09-16,,,,
7787,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Rocky-Foothills-168_V22020-09-01,2020-07-21,,,,
7788,BLM_AIM,2016415200517B2,2016-07-21,,,,
7789,BLM_AIM,17080709452014712017-09-01,2017-08-06,,,,
7790,BLM_AIM,17032711292917012017-09-01,2017-03-26,,,,
7791,BLM_AIM,2021415200719B2,2021-08-06,,,,
7792,BLM_AIM,15081709435871022015-09-01,2015-08-16,,,,
7793,BLM_AIM,18041715371917762018-09-01,2018-04-09,,,,
7794,BLM_AIM,NV_SNDO_LUP_2019_OT_242_V22022-09-01,2022-04-18,,,,
7795,BLM_AIM,16060109445789262016-09-01,2016-05-31,,,,
7796,BLM_AIM,2016629202507B1,2016-07-06,,,,
7797,BLM_AIM,CO_SLVFO_LUP_2020_HILLS-NR-016_V12023-09-01,2023-10-11,,,,
7798,BLM_AIM,18041808343463602018-09-01,2018-04-17,,,,
7799,BLM_AIM,18051512471914682018-09-01,2018-05-07,,,,
7800,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_HILLS-NR-002_V12020-09-01,2020-08-27,,,,
7801,BLM_AIM,15070908472623372015-09-01,2015-07-08,,,,
7802,BLM_AIM,2021415200719B3,2021-08-06,,,,
7803,BLM_AIM,2016629202507B2,2016-07-07,,,,
7804,BLM_AIM,19050211393148382019-09-01,2019-05-01,,,,
7805,BLM_AIM,13061808473074822013-09-01,2013-06-17,,,,
7806,BLM_AIM,18060111575235462018-09-01,2018-05-31,,,,
7807,BLM_AIM,CO_SLVFO_LUP_2020_LIMY-079_V22023-09-01,2023-08-10,,,,
7808,BLM_AIM,CA_BKFO_ESR_2023_FrenchUnburned-26_V12023-09-01,2023-07-07,,,,
7809,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_OTRV-11_V12021-09-01,2021-04-04,,,,
7810,BLM_AIM,14050608502455102014-09-01,2014-05-05,,,,
7811,BLM_AIM,CA_BKFO_ESR_2023_FrenchUnburned-50_V12023-09-01,2023-07-08,,,,
7812,BLM_AIM,2019415200706B1,2019-09-14,,,,
7813,BLM_AIM,2014323205710B1,2014-04-25,,,,
7814,BLM_AIM,NV_SNDO_LUP_2019_BARV_13_V12022-09-01,2022-05-03,,,,
7815,BLM_AIM,16062908154356322016-09-01,2016-06-28,,,,
7816,BLM_AIM,CA_BKFO_ESR_2023_FrenchUnburned-19_V12023-09-01,2023-07-10,,,,
7817,BLM_AIM,17053011533992512017-09-01,2017-05-29,,,,
7818,BLM_AIM,16062207441763392016-09-01,2016-06-21,,,,
7819,BLM_AIM,2014323205710B2,2014-04-25,,,,
7820,BLM_AIM,18071909563021812018-09-01,2018-07-18,,,,
7821,BLM_AIM,CO_SLVFO_LUP_2020_LIMY-080_V22023-09-01,2023-07-12,,,,
7822,BLM_AIM,2019415200706B2,2019-09-14,,,,
7823,BLM_AIM,14050612475959162014-09-01,2014-05-05,,,,
7824,BLM_AIM,CA_BKFO_ESR_2023_FrenchUnburned-18_V12023-09-01,2023-07-08,,,,
7825,BLM_AIM,CO_SLVFO_LUP_2020_FO-327_V22023-09-01,2023-07-17,,,,
7826,BLM_AIM,18091911472565892018-09-01,2018-09-18,,,,
7827,BLM_AIM,16081010090134052016-09-01,2016-08-09,,,,
7828,BLM_AIM,CA_BKFO_ESR_2023_FrenchUnburned-21_V12023-09-01,2023-07-09,,,,
7829,BLM_AIM,17080813313765272017-09-01,2017-08-07,,,,
7830,BLM_AIM,CO_SLVFO_LUP_2020_HILL_018_V22022-09-01,2022-10-05,,,,
7831,BLM_AIM,CA_BKFO_ESR_2023_FrenchUnburned-25_V12023-09-01,2023-07-09,,,,
7832,BLM_AIM,2021627201114B1,2021-05-08,,,,
7833,BLM_AIM,16050408302454702016-09-01,2016-05-03,,,,
7834,BLM_AIM,14050708560538182014-09-01,2014-05-05,,,,
7835,BLM_AIM,NV_SNDO_LUP_2021_OTRV-35_V12023-09-01,2023-05-28,,,,
7836,BLM_AIM,2021627201114B2,2021-05-08,,,,
7837,BLM_AIM,15062512590455902015-09-01,2015-06-24,,,,
7838,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Sandy-203_V22020-09-01,2020-07-07,,,,
7839,BLM_AIM,NV_NV-Southern-Nevada-DO-2020_SNDO-007_V12021-09-01,2021-04-15,,,,
7840,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_SANDY-NR-008_V12020-09-01,2020-07-07,,,,
7841,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_OT-223_V22021-09-01,2021-04-03,,,,
7842,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_Limy-Bench-052_V22020-09-01,2020-07-31,,,,
7843,BLM_AIM,17032715002764382017-09-01,2017-03-26,,,,
7844,BLM_AIM,15081808191594762015-09-01,2015-08-17,,,,
7845,BLM_AIM,2012627052602B1,2013-04-03,,,,
7846,BLM_AIM,2012627052602B2,2013-04-03,,,,
7847,BLM_AIM,NV_SNDO_LUP_2019_BARV-16_V12023-09-01,2023-03-16,,,,
7848,BLM_AIM,18081210525298352018-09-01,2018-08-11,,,,
7849,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-07_V12023-09-01,2023-05-25,,,,
7850,BLM_AIM,CO_SLVFO_LUP_2020_ROCK-240_V22023-09-01,2023-07-18,,,,
7851,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_OT-252_V22021-09-01,2021-04-03,,,,
7852,BLM_AIM,18041716085497972018-09-01,2018-04-16,,,,
7854,BLM_AIM,19042213545669602019-09-01,2019-04-21,,,,
7855,BLM_AIM,18091311410580162018-09-01,2018-09-12,,,,
7856,BLM_AIM,CO_SLVFO_LUP_2020_LIMY-085_V22023-09-01,2023-08-16,,,,
7857,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-38_V12023-09-01,2023-05-25,,,,
7858,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_MOOT-NR-003_V12020-09-01,2020-10-07,,,,
7859,BLM_AIM,CO_San-Luis-Valley-Field-Office-2020_ROCKY-NR-009_V12020-09-01,2020-08-20,,,,
7861,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-153_V12023-09-01,2023-07-09,,,,
7862,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-123_V12023-09-01,2023-07-21,,,,
7864,BLM_AIM,COF03000_2019_LIMY-0892019-09-01,2019-07-11,,,,
7865,BLM_AIM,15033009114559542015-09-01,2015-03-29,,,,
7866,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-136_V12023-09-01,2023-04-02,,,,
7867,BLM_AIM,COF03000_2019_LIMY-0932019-09-01,2019-09-05,,,,
7868,BLM_AIM,CO_SLVFO_LUP_2020_HILL_016_V22022-09-01,2022-08-28,,,,
7869,BLM_AIM,17071208300694702017-09-01,2017-07-11,,,,
7870,BLM_AIM,16071310375515902016-09-01,2016-07-12,,,,
7871,BLM_AIM,NV_NV-Southern-Nevada-DO-2019_White-Basin-582_V22021-09-01,2021-05-28,,,,
7872,BLM_AIM,14050513363751122014-09-01,2014-05-04,,,,
7873,BLM_AIM,CO_CO_San_Luis_Valley_LUP_2020_HILLS-NR-007_V12021-09-01,2021-07-25,,,,
7875,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-14_V12023-09-01,2023-04-16,,,,
7876,BLM_AIM,17071212023550002017-09-01,2017-07-11,,,,
7877,BLM_AIM,CO_SLVFO_LUP_2020_LIMY_073_V22022-09-01,2022-08-28,,,,
7878,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-11_V12023-09-01,2023-04-14,,,,
7879,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-10_V12023-09-01,2023-04-15,,,,
7880,BLM_AIM,NV_SNDO_LUP_2021_OTRV-29_V12023-09-01,2023-03-17,,,,
7881,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-37_V12023-09-01,2023-05-27,,,,
7882,BLM_AIM,2018627203708B1,2018-05-31,,,,
7883,BLM_AIM,19041812185821172019-09-01,2019-04-17,,,,
7884,BLM_AIM,11101320571584702011-09-01,2011-10-12,,,,
7885,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-143_V12023-09-01,2023-07-22,,,,
7886,BLM_AIM,15083109252296162015-09-01,2015-08-30,,,,
7887,BLM_AIM,2014821200516B1,2014-06-25,12881,Vegetation/Soil Manipulation,Soil Disturbance,1957-06-04
7890,BLM_AIM,19051911493677062019-09-01,2019-05-18,,,,
7891,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-09_V12023-09-01,2023-05-27,,,,
7892,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-13_V12023-09-01,2023-04-17,,,,
7893,BLM_AIM,2018627203708B2,2018-05-31,,,,
7894,BLM_AIM,17051609263512062017-09-01,2017-05-15,,,,
7895,BLM_AIM,CA_BKFO_ESR_2023_FrenchBurned-39_V12023-09-01,2023-05-01,,,,
7896,BLM_AIM,2014821200516B2,2014-06-25,12881,Vegetation/Soil Manipulation,Soil Disturbance,1957-06-04
7897,BLM_AIM,CO_SLVFO_LUP_2020_SALTY-NR-004_V12023-09-01,2023-07-27,,,,
7898,BLM_AIM,AZ_ASDO_LUP_2021_ASDO2021-137_V12023-09-01,2023-07-21,,,,
7899,BLM_AIM,17051614232476682017-09-01,2017-05-15,,,,
7900,BLM_AIM,2018627200610B2,2018-04-20,,,,
7901,BLM_AIM,2018627200610B1,2018-04-20,,,,
7902,BLM_AIM,13061813095097792013-09-01,2013-06-17,,,,
7903,BLM_AIM,13061815511958162013-09-01,2013-06-17,,,,
