FID_TrtPoly009,Prj_ID,Trt_ID,init_date_est,comp_date_est,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,TrtPolyID,FID_MLRA,MLRA_ID,MLRARSYM,MLRA_NAME,LRRSYM,LRR_NAME,Shape_Length,Shape_Area
123,1288,3634,10/17/1964,11/13/1964,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,1209,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,28551.690776684750745,6664716.973621215671301
124,1288,3635,10/17/1964,11/13/1964,Seeding,Aerial Seeding,Aerial Seeding,1210,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,28551.690776684750745,6664716.973621215671301
125,1291,3638,11/7/2007,11/8/2007,Prescribed Burn,Prescribed Burn,Prescribed Burn: Pile Burn,1212,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,8989.650017463372933,2836463.695863289758563
211,2255,6152,8/20/1964,5/2/1965,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,2082,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,10549.262426969517037,5127864.240529439412057
212,2255,6153,8/20/1964,5/2/1965,Seeding,Aerial Seeding,Aerial Seeding,2083,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,10549.262426969517037,5127864.240529439412057
247,2529,6981,7/1/1964,1/20/1965,Seeding,Aerial Seeding,Aerial Seeding,2340,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,13516.789978728307688,3401729.700956592336297
248,2529,6982,7/1/1964,1/20/1965,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,2341,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,13516.789978728307688,3401729.700956592336297
322,3506,9856,10/8/1965,11/20/1965,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3163,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,75322.875580827530939,7395371.083754166960716
331,3583,10043,10/15/1984,9/15/1985,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Rollerchopping,3216,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,42142.092289937536407,2717010.512406261172146
332,3614,10131,2/15/1982,6/15/1982,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,3243,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,5116.239656450597977,1711253.111068898113444
429,4550,12724,2/15/1982,6/15/1982,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,4128,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,4739.197096438751942,602204.496295836288482
505,5490,53453,10/1/2013,10/1/2013,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Mechanical,5029,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,84960.126653889339650,4924378.216162006370723
600,6701,18470,3/19/1968,4/22/1968,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Contour Plowing,6144,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,30831.074227662164049,13239593.959940392524004
638,7115,19528,7/29/2003,8/11/2003,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,6500,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,35625.662306136218831,3170215.085508194752038
663,7457,20339,2/1/1974,5/31/1974,Seeding,Aerial Seeding,Aerial Seeding,6803,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,10683.223505897114592,3508666.154252171050757
698,7826,21375,6/15/1966,6/15/1966,Seeding,Aerial Seeding,Aerial Seeding,7155,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,53682.443842030275846,10692443.881377827376127
699,7826,21376,6/15/1966,6/15/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,7156,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,53682.443842030275846,10692443.881377827376127
728,8113,22228,10/16/1963,12/3/1963,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,7463,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,11721.690399802713728,2640349.737738530617207
729,8113,22227,10/16/1963,12/3/1963,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,7464,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,11721.690399802713728,2640349.737738530617207
745,8249,22597,2/15/1982,6/15/1982,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,7591,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,6654.603088314269371,1706223.361063469666988
775,8555,23403,6/1/2001,6/30/2001,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,7893,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,10218.860265591256393,1429390.389063811395317
776,8562,23424,5/15/1983,9/15/1983,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,7898,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,59275.365373466825986,10363624.970737041905522
783,8730,23826,10/27/1966,5/29/1967,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,8027,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,88429.648491796411690,20194470.076397228986025
789,8839,24102,12/8/1958,12/22/1958,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,8116,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,6456.606476087154078,1086058.210098966257647
836,9435,25651,1/1/1997,12/31/1997,Prescribed Burn,Prescribed Burn,Prescribed Burn,8641,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,31357.156029326077260,4966079.872493831440806
839,9456,25716,6/11/1968,6/11/1968,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,8654,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,5910.369743720933002,1202600.243798470124602
1006,11476,39299,11/14/2004,7/15/2011,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Thin and Pile,10575,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,2275.873413339868421,28269.568497307653161
1010,11505,31194,10/1/2014,1/31/2015,Seeding,Aerial Seeding,Aerial Seeding,10604,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,55084.297068628075067,8239293.472910127602518
1058,12158,32900,11/25/1962,4/2/1963,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,11150,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,16181.471241141371138,9284631.482701720669866
1060,12189,32954,11/23/1962,12/7/1962,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,11183,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,11821.262783883294105,4142710.656772369053215
1061,12189,32955,11/23/1962,12/7/1962,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,11184,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,11821.262783883294105,4142710.656772369053215
1068,12365,33342,6/15/1984,6/15/1984,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,11334,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,16121.361424682576398,2319381.479227674193680
1084,12569,33881,8/15/2007,4/15/2008,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Chipping,11515,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,78701.681619225622853,7570688.061551979742944
1135,13047,35159,6/15/2012,9/15/2013,Seeding,Aerial Seeding,Aerial Seeding,11987,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,38761.844997707754374,8854784.189146904274821
1142,13165,35449,6/15/1969,6/13/1969,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,12096,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,45962.686929952236824,13056010.738594507798553
1158,13373,10118,6/1/2007,9/30/2008,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,12301,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,22089.224062191176927,3931922.587206844240427
1171,13637,26601,6/13/2006,8/31/2007,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Rollerchopping,12523,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,14509.155405026152948,1004306.878362161340192
1642,22792,61749,2/8/2021,2/18/2021,Seeding,Aerial Seeding,Aerial Seeding,23202,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,8496.367343216163135,2883538.948263900820166
1643,22793,61753,2/8/2021,2/18/2021,Seeding,Aerial Seeding,Aerial Seeding,23203,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,5188.734658769072666,683355.732008379301988
1788,25849,73376,9/28/2001,10/5/2001,Prescribed Burn,Prescribed Burn,Prescribed Burn,30423,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,14695.980092492402036,3286678.982809427659959
1796,25997,73524,9/1/1993,12/31/1993,Prescribed Burn,Prescribed Burn,Prescribed Burn,30571,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,18291.405106926165899,1451844.553947690175846
1822,26230,73757,3/13/1990,11/15/1990,Prescribed Burn,Prescribed Burn,Prescribed Burn,30804,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,24031.317538415740273,2046915.532680535921827
1841,26161,73688,3/15/2017,3/16/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30735,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,21705.901886420713709,1113066.755715533392504
1171,13637,26601,6/13/2006,8/31/2007,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Rollerchopping,12523,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,11189.157650797367751,1006923.816253359778784
1006,11476,39299,11/14/2004,7/15/2011,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Thin and Pile,10575,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,184.806505657175819,790.345914358594769
8,130,319,9/1/1961,10/17/1961,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,135,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,14024.625686752186084,4959262.392709119245410
9,130,320,9/1/1961,10/17/1961,Seeding,Aerial Seeding,Aerial Seeding,136,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,14024.625686752186084,4959262.392709119245410
24,308,863,1/1/1967,11/11/1968,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,305,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,9419.962360974237527,1049250.537577287759632
75,847,2339,9/22/1999,9/30/1999,Prescribed Burn,Prescribed Burn,Prescribed Burn,792,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,7314.653189360279612,2199341.449665572959930
99,1097,3018,9/7/1966,11/22/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,978,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,35815.476853140367894,8191507.404720881022513
100,1097,3017,9/7/1966,11/22/1966,Seeding,Aerial Seeding,Aerial Seeding,979,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,35815.476853140367894,8191507.404720881022513
169,1783,4961,10/15/1966,2/15/1967,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,1707,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,29907.841541014920949,5278095.971376519650221
170,1783,4962,10/15/1966,2/15/1967,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,1708,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,29907.841541014920949,5278095.971376519650221
174,1809,5020,8/10/1962,11/5/1962,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Mechanical Cutting,1723,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,3686.689332049436416,309343.991053011501208
177,1857,5122,6/15/2007,6/15/2007,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal,1759,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,8619.859656664062641,1616569.680992520181462
187,1969,5411,6/15/1994,6/15/1994,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,1850,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,2827.351743928231826,233299.336527757695876
220,2326,6364,1/1/1969,6/30/1970,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,2155,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,8284.473563942274268,2577609.037898214999586
274,2925,8139,10/6/1992,10/6/1992,Prescribed Burn,Prescribed Burn,Prescribed Burn,2690,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,8558.736437547162495,2455671.817512264475226
287,3084,8621,7/22/1959,8/17/1959,Seeding,Aerial Seeding,Aerial Seeding,2838,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,12760.454295272240415,5481063.640003170818090
288,3084,8620,7/22/1959,8/17/1959,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,2839,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,12760.454295272240415,5481063.640003170818090
291,3093,8646,9/15/1985,9/15/1985,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,2847,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,2477.267600979829695,293341.682688479369972
292,3105,8673,9/1/1978,12/31/1978,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,2852,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,17722.632521998650191,1268860.890651033725590
293,3105,8674,9/1/1978,12/31/1978,Seeding,Aerial Seeding,Aerial Seeding,2853,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,17722.632521998650191,1268860.890651033725590
295,3115,8696,10/24/1963,11/8/1963,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,2862,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,41191.143256780487718,5714728.282543122768402
300,3229,9014,6/15/1994,6/15/1994,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,2937,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,7491.670236179765197,2020027.799938617506996
316,3452,9676,10/14/1963,5/9/1964,Seeding,Aerial Seeding,Aerial Seeding,3119,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,29021.457290049333096,16705061.113720271736383
317,3452,9675,10/14/1963,5/9/1964,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3120,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,29021.457290049333096,16705061.113720271736383
339,3690,10369,9/7/1966,11/22/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3302,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,22601.191405134846718,3036243.779798142611980
340,3690,10368,9/7/1966,11/22/1966,Seeding,Aerial Seeding,Aerial Seeding,3303,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,22601.191405134846718,3036243.779798142611980
348,3775,10588,8/30/1962,12/21/1962,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3374,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,12953.017409607196896,4315481.342652776278555
353,3820,10718,1/1/1969,6/30/1971,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3415,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,28006.034490653219109,11546915.181085016578436
390,4260,11931,7/20/1965,1/7/1966,Seeding,Aerial Seeding,Aerial Seeding,3854,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,30707.170856331787945,9310691.744499608874321
391,4260,11930,7/20/1965,1/7/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3855,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,30707.170856331787945,9310691.744499608874321
394,4295,12035,12/1/1961,1/31/1962,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,3881,37,37,36,"Southwestern Plateaus, Mesas, and Foothills",D,Western Range and Irrigated Region,26135.342756176316470,3320750.415281519293785
