PrimaryKey,ORIG_OID
19080808065764032019-09-01,18320
19080808151048702019-08-08,18321
19080808151048702020-07-23,18322
19080808160843032019-09-01,18323
19080808220231152019-09-01,18324
19080808221649642019-09-01,18325
19080808244384022019-09-01,18326
19080808424437122019-09-01,18327
19080808461131642019-09-01,18328
1908080851544302019-09-01,18329
19080809004591292019-09-01,18330
19080809020174132019-09-01,18331
190808091655982019-09-01,18332
19080809211532992019-09-01,18333
19080809302584872019-09-01,18334
19080809305034182019-09-01,18335
1908080931011772019-09-01,18336
19080809332199292019-09-01,18337
19080809333241462019-09-01,18338
19080809392394272019-09-01,18339
19080809402425242019-09-01,18340
19080809510561282019-09-01,18341
19080809583942572019-09-01,18342
19080810013080772021-09-01,18343
19080810092958802021-09-01,18344
19080810105614132019-09-01,18345
19080810131915942019-09-01,18346
19080810143668952019-09-01,18347
19080810195435572019-09-01,18348
19080810201243142019-09-01,18349
19080810313062182019-09-01,18350
19080810350858132019-09-01,18351
19080810490259072019-09-01,18352
19080811053713832019-09-01,18353
19080811063146512019-09-01,18354
19080811204537012019-09-01,18355
19080811210440172019-09-01,18356
19080811284886902019-09-01,18357
19080811320431282019-08-08,18358
19080811320431282020-07-23,18359
19080811344846122019-09-01,18360
190808113449792019-09-01,18361
19080811410847962019-09-01,18362
19080812255293552019-09-01,18363
19080812450495172019-09-01,18364
1908081309274102019-09-01,18365
19080813121359912019-09-01,18366
19080813224179382019-09-01,18367
19080813451291092019-09-01,18368
1908081346334912019-09-01,18369
19080814311037222019-09-01,18370
19080814315923822019-09-01,18371
19080814363072252019-09-01,18372
19080814401816922019-09-01,18373
19080815102061252019-09-01,18374
19080815181427392019-09-01,18375
19080815344340292019-09-01,18376
19080816400345972019-09-01,18377
19080818453049512019-09-01,18378
19080907432633482019-09-01,18379
19080907472813762019-09-01,18380
1908090817474132019-09-01,18381
19080908380111442019-09-01,18382
19080908503548582019-09-01,18383
19080908530983462019-09-01,18384
19080908565113502019-08-09,18385
19080908565113502020-07-24,18386
1908090919592132019-09-01,18387
190809092245382019-09-01,18388
19080909282889112019-09-01,18389
19080909391317462019-09-01,18390
19080909400678192019-09-01,18391
19080909433548832019-09-01,18392
19080909470549672019-09-01,18393
19080909491755972019-09-01,18394
1908090951037502019-09-01,18395
19080909583187242019-09-01,18396
19080909595793502019-09-01,18397
19080910040819402019-09-01,18398
19080910340171622019-09-01,18399
19080910474718412019-08-09,18400
19080910474718412020-07-25,18401
19080911020917812019-09-01,18402
19080911161178372019-09-01,18403
19080911183420492019-09-01,18404
19080911372848972019-09-01,18405
19080911410818072019-09-01,18406
19080911464659682019-09-01,18407
19080912043138122019-09-01,18408
19080912265239292019-09-01,18409
19080912370426812019-09-01,18410
19080912370925042019-09-01,18411
19080913115178962019-09-01,18412
19080913150013502019-09-01,18413
19080913184687612019-09-01,18414
1908091323022472019-09-01,18415
19080913295559482019-09-01,18416
19080913350251762019-09-01,18417
19080913593362502019-09-01,18418
1908091403153462019-09-01,18419
1908091403231952019-09-01,18420
19080914192039322019-09-01,18421
19080914244552802019-09-01,18422
19080914283731372019-08-09,18423
19080914283731372020-07-25,18424
19080914473452482019-09-01,18425
19080915104010042019-09-01,18426
19080915165012592019-09-01,18427
19080915383728542019-09-01,18428
19081007362676212019-09-01,18429
19081007383940922019-09-01,18430
19081007502646692019-09-01,18431
1908100816056952019-09-01,18432
19081008164325742019-09-01,18433
19081008223317902019-09-01,18434
19081008242191782019-09-01,18435
19081008593680362019-09-01,18436
19081009013977312019-09-01,18437
19081009082649402019-09-01,18438
19081009200619492019-09-01,18439
19081009212474112019-09-01,18440
19081009373798212019-09-01,18441
19081009391844402019-09-01,18442
19081009421035382019-09-01,18443
19081009584145742019-09-01,18444
19081010000129892019-08-10,18445
19081010071689612019-08-10,18446
19081010234116642019-09-01,18447
19081010242486672019-09-01,18448
19081010245569722019-09-01,18449
19081010331362572019-09-01,18450
19081010404151822019-09-01,18451
19081010520720632019-09-01,18452
19081011100879812019-09-01,18453
1908101124217982019-09-01,18454
19081011253552472019-09-01,18455
19081011345659502019-09-01,18456
19081011475573972019-09-01,18457
19081011562584382019-09-01,18458
19081012152296002019-09-01,18459
19081012272317822019-09-01,18460
19081012442949692019-09-01,18461
19081013434849042019-09-01,18462
19081013532638202019-09-01,18463
19081014012547422019-09-01,18464
19081014054859132019-09-01,18465
19081014194949532019-09-01,18466
19081014200115262019-08-10,18467
19081014215040982019-08-10,18468
19081015240224882019-09-01,18469
19081015413490612019-09-01,18470
19081015472486862019-09-01,18471
19081015480372392019-09-01,18472
19081016565699042019-09-01,18473
19081017450444792019-09-01,18474
19081020551839532019-09-01,18475
19081107261115862019-09-01,18476
1908110735481692019-09-01,18477
19081107372690592019-09-01,18478
19081108071675622019-09-01,18479
19081108174530502019-09-01,18480
19081108223516942019-09-01,18481
19081108312633632019-09-01,18482
19081108375591702019-09-01,18483
19081108413573102019-09-01,18484
19081108494571542019-09-01,18485
19081108525394732019-09-01,18486
19081108571214312019-09-01,18487
19081109014317982019-09-01,18488
19081109051215262019-09-01,18489
19081109052933722019-09-01,18490
19081109061697962019-09-01,18491
19081109170926512019-09-01,18492
19081109321473782019-09-01,18493
19081109364524472019-08-11,18494
19081109364524472020-07-24,18495
19081109455875182019-08-11,18496
19081109455875182020-07-24,18497
1908110948304342019-09-01,18498
19081110064550392019-09-01,18499
19081110142246572019-09-01,18500
19081110185454522019-09-01,18501
19081110201635022019-09-01,18502
19081110331138922019-09-01,18503
19081111042675032019-09-01,18504
19081111073721582019-09-01,18505
19081111292447552019-09-01,18506
19081111353632062019-09-01,18507
19081111390915102019-09-01,18508
19081111432680512019-09-01,18509
19081112041684252019-09-01,18510
19081112130747942019-09-01,18511
19081112223467192019-08-11,18512
19081112223467192020-07-22,18513
19081112242442592019-09-01,18514
19081112404969032019-09-01,18515
19081113333849992019-09-01,18516
19081113525029572019-08-11,18517
19081113525029572020-07-24,18518
19081114022671732019-09-01,18519
19081114233653362019-09-01,18520
19081114451616812019-09-01,18521
19081114592720342019-09-01,18522
19081115571324232019-09-01,18523
1908111708293832019-09-01,18524
19081117181686132019-09-01,18525
19081207170958702019-09-01,18526
19081207222590472019-09-01,18527
19081207320964432019-09-01,18528
19081207555092662019-09-01,18529
19081208144322462019-08-12,18530
19081208144322462020-07-23,18531
19081208270717582019-09-01,18532
19081208310418982019-09-01,18533
19081208492072372019-08-12,18534
19081208492072372020-07-23,18535
19081208510963712019-09-01,18536
19081209072041062019-09-01,18537
19081209133561482019-09-01,18538
19081209175384082019-09-01,18539
19081209325024712019-09-01,18540
19081209334398202019-09-01,18541
19081209375985742019-09-01,18542
19081209414075812019-09-01,18543
19081209545637932019-09-01,18544
19081210024319372019-09-01,18545
19081210054051842019-09-01,18546
19081210105691472019-09-01,18547
19081210143897552019-09-01,18548
19081210183339082019-09-01,18549
1908121024451982019-08-12,18550
1908121024451982020-07-23,18551
19081210291076412019-09-01,18552
19081210345483712019-09-01,18553
19081210415517732019-09-01,18554
19081210441498052019-09-01,18555
19081210484263642019-09-01,18556
19081211093920692019-09-01,18557
19081211454529792019-09-01,18558
19081211473597722019-09-01,18559
19081212091390322019-09-01,18560
19081212175563552019-09-01,18561
19081212284795972019-09-01,18562
19081212342545592019-09-01,18563
19081212473266442019-09-01,18564
19081213470769432019-09-01,18565
19081213531481212019-09-01,18566
19081214043795972019-09-01,18567
19081214104819412019-09-01,18568
19081214134442252019-09-01,18569
19081214444472242019-09-01,18570
19081214493253572019-09-01,18571
19081215092814472019-09-01,18572
190812160130502019-09-01,18573
19081216035952702019-09-01,18574
19081216351340772019-09-01,18575
19081216465911452019-09-01,18576
19081218021378772019-09-01,18577
19081218192826342019-09-01,18578
19081307535927602019-09-01,18579
19081308010969432019-09-01,18580
19081308135066492019-09-01,18581
19081308182271652019-09-01,18582
19081308294793472019-09-01,18583
19081308372226272019-09-01,18584
19081308551048972019-09-01,18585
19081308560418942019-09-01,18586
19081308573710412019-09-01,18587
19081309023945502019-09-01,18588
19081309044175392019-09-01,18589
19081309051166962019-09-01,18590
19081309141189872019-09-01,18591
19081309205831842019-09-01,18592
19081309340458262019-09-01,18593
19081309430437612019-09-01,18594
19081309431737492019-09-01,18595
19081310143069642019-09-01,18596
19081311002539242019-09-01,18597
19081311005256792019-09-01,18598
19081311153724662019-09-01,18599
19081311213890282019-09-01,18600
19081311233947872019-09-01,18601
19081311262635292019-09-01,18602
19081311290243452019-09-01,18603
19081311322418192019-09-01,18604
19081311371857602019-09-01,18605
19081311383976722019-09-01,18606
19081311482825332019-09-01,18607
1908131157034512019-09-01,18608
19081312202244762019-09-01,18609
19081312255014992019-09-01,18610
19081312283851492019-09-01,18611
19081312323020272019-09-01,18612
19081313000734682019-09-01,18613
19081313073717262019-09-01,18614
19081313113496242019-09-01,18615
19081313224873832019-09-01,18616
19081313455482502019-09-01,18617
19081313535661182021-09-01,18618
19081314165994942019-09-01,18619
19081316443151532019-09-01,18620
19081317065874332019-09-01,18621
19081408165072032019-09-01,18622
19081408171722532019-09-01,18623
19081408470150422019-09-01,18624
19081409100024162019-09-01,18625
19081409165735212019-09-01,18626
19081409495356632019-09-01,18627
19081410114564672019-09-01,18628
1908141014298332019-09-01,18629
19081410181841352019-09-01,18630
19081411244986372019-09-01,18631
19081412025185112019-09-01,18632
19081412310573422019-09-01,18633
19081413563252502019-09-01,18634
19081414040421662019-09-01,18635
19081414213317562019-09-01,18636
19081415154931062019-09-01,18637
19081415451281182019-09-01,18638
19081416321736802019-09-01,18639
19081416323381072019-09-01,18640
19081416324159272019-09-01,18641
1908150700483022019-09-01,18642
19081507130680542019-09-01,18643
1908150814461102019-09-01,18644
19081508461436202019-09-01,18645
19081509104289692019-09-01,18646
19081509112573222019-09-01,18647
19081509305163832019-09-01,18648
19081510073830372019-09-01,18649
19081510081956622019-09-01,18650
19081510172349242019-09-01,18651
19081511470534432019-09-01,18652
19081513254816772018-07-02,18653
19081513465150242018-07-17,18654
19081513491974062018-07-09,18655
19081513511762872018-07-30,18656
19081513523570112018-07-02,18657
19081514072945942019-05-31,18658
19081514072945942019-06-13,18659
19081514072945942019-07-13,18660
19081514072945942019-07-22,18661
19081514072945942019-08-22,18662
19081514072945942019-10-30,18663
19081514072945942019-10-31,18664
19081514072945942020-06-04,18665
19081514072945942020-06-22,18666
19081514072945942020-07-15,18667
19081514072945942020-07-30,18668
19081514072945942020-09-02,18669
19081514072945942021-07-19,18670
19081514072945942021-07-27,18671
19081514072945942021-08-31,18672
19081514072945942021-09-29,18673
19081514072945942021-09-30,18674
19081514072945942022-06-15,18675
19081514072945942022-06-24,18676
19081514072945942022-07-27,18677
19081514072945942022-08-10,18678
19081514072945942022-08-25,18679
19081514072945942022-09-28,18680
19081514500388782019-09-01,18681
19081514545042602019-09-01,18682
19081607303137942019-09-01,18683
19081607413612452019-09-01,18684
19081609421289502019-09-01,18685
19081609445127122019-09-01,18686
19081615144188722019-09-01,18687
19081708005695942019-09-01,18688
19081708300288352019-09-01,18689
19081711121613672019-09-01,18690
19081712503732322019-09-01,18691
19081716255985392019-09-01,18692
19081807493794492019-09-01,18693
19081808431855952019-09-01,18694
19081809375561552019-09-01,18695
19081812563947712019-09-01,18696
19081813424556842019-09-01,18697
19081817170121932019-09-01,18698
1908181748432262019-09-01,18699
19081906223664892019-09-01,18700
19081907250763772019-09-01,18701
19081907390590542019-09-01,18702
19081907425134472019-09-01,18703
19081908433074882019-09-01,18704
19081908551583492019-09-01,18705
19081911110881372019-09-01,18706
19081911162946002019-09-01,18707
19081911513388802019-09-01,18708
19081912335193122019-09-01,18709
19081913370739852019-09-01,18710
19081913381087942019-09-01,18711
19081914454943822019-09-01,18712
1908191519169312019-09-01,18713
19081915342072572019-09-01,18714
19081915461251582019-09-01,18715
19081916135849142019-09-01,18716
19082006105629402019-09-01,18717
19082007282927472019-09-01,18718
19082008455710622019-09-01,18719
19082008542324502019-09-01,18720
1908200908402342019-09-01,18721
19082009555970862019-09-01,18722
19082010160536322019-09-01,18723
19082010251539612019-09-01,18724
19082011132636242019-09-01,18725
1908201200504842018-07-24,18726
190820120546392018-07-25,18727
19082012071940892018-07-31,18728
19082012083914002018-07-24,18729
19082012102913942018-06-25,18730
19082012370688242019-09-01,18731
19082013423076652019-09-01,18732
1908201505097582019-09-01,18733
19082015073825682019-09-01,18734
19082015495196012019-09-01,18735
1908210534469862019-09-01,18736
19082107181084342019-09-01,18737
19082108015183352019-09-01,18738
19082108315478522019-09-01,18739
19082109140576662019-09-01,18740
19082111055952422019-09-01,18741
19082112560861122019-09-01,18742
19082113380486912019-09-01,18743
19082113533164552019-09-01,18744
19082113571599352019-09-01,18745
19082114074856932019-09-01,18746
19082114262375722019-09-01,18747
19082115090230352019-09-01,18748
19082115200443192019-09-01,18749
19082115221197952019-09-01,18750
19082116233944342019-09-01,18751
19082116583549232019-09-01,18752
19082206131934952019-09-01,18753
19082207414681182019-09-01,18754
19082207461265112019-09-01,18755
19082207472165682019-09-01,18756
19082208511146512019-09-01,18757
19082208590097612019-09-01,18758
19082209155612502019-09-01,18759
19082209304567102019-09-01,18760
19082209495365832019-09-01,18761
19082210065689662019-09-01,18762
19082210085783062019-09-01,18763
1908221056153212019-09-01,18764
19082211361930112019-09-01,18765
19082211415372122019-09-01,18766
19082211524287842019-09-01,18767
19082212021016862019-09-01,18768
19082212542912732019-09-01,18769
19082213074612642019-09-01,18770
19082213211731332019-09-01,18771
19082213563923792019-09-01,18772
19082214004875212019-09-01,18773
19082214253377582019-09-01,18774
19082214254580322019-09-01,18775
19082214340755302019-09-01,18776
19082214343574792019-09-01,18777
19082214430046782019-09-01,18778
19082215285479312019-09-01,18779
19082216445476562019-09-01,18780
19082305383944422019-09-01,18781
19082307000239392019-09-01,18782
19082307043222019-09-01,18783
19082307454396732019-09-01,18784
19082307585895402019-09-01,18785
19082308141946392019-09-01,18786
19082308173865442019-09-01,18787
19082308373885632019-09-01,18788
19082309131486412019-09-01,18789
19082309183712962019-09-01,18790
19082309231277182019-09-01,18791
19082309252530292019-09-01,18792
19082309275138752019-09-01,18793
1908230941039002019-09-01,18794
19082309425425092019-09-01,18795
19082309461482002019-09-01,18796
19082309470993802019-09-01,18797
19082310455025162019-09-01,18798
19082310493884922019-09-01,18799
19082310564366952019-09-01,18800
19082311362639462019-09-01,18801
19082312312836722019-09-01,18802
19082312431583612019-09-01,18803
19082312595655222019-09-01,18804
19082313203191542019-09-01,18805
19082313281937892019-09-01,18806
19082313581661642019-09-01,18807
1908231456332762019-09-01,18808
19082314575493972019-09-01,18809
19082314580363822019-09-01,18810
19082315314668522019-09-01,18811
19082315384085802019-09-01,18812
19082315520121802019-09-01,18813
19082316272239112019-09-01,18814
19082408383311232019-09-01,18815
19082408461098812019-09-01,18816
19082408493362132019-09-01,18817
19082409001852702019-09-01,18818
19082409091122182019-09-01,18819
19082409102544992019-09-01,18820
19082409333823222019-09-01,18821
19082409403491652019-09-01,18822
19082409405565252019-09-01,18823
19082409543751302019-09-01,18824
19082409591853452019-09-01,18825
19082410073995942019-09-01,18826
19082410123038652019-09-01,18827
19082410201096042019-09-01,18828
19082410380354622019-09-01,18829
19082410451861802019-09-01,18830
19082410535295392019-09-01,18831
19082411175376252019-09-01,18832
19082411250663902019-09-01,18833
19082411442428352019-09-01,18834
19082411510626462019-09-01,18835
19082411591220782019-09-01,18836
19082412382783162019-09-01,18837
190824132515442019-09-01,18838
19082413251986542019-09-01,18839
19082414005174422019-09-01,18840
1908241407269302019-09-01,18841
19082414101237342019-09-01,18842
19082414210492932019-09-01,18843
19082415031444802019-09-01,18844
19082415091741592019-09-01,18845
19082416054097122019-09-01,18846
19082417133053692019-09-01,18847
1908241755195822019-09-01,18848
19082508111937392019-09-01,18849
19082508253777192019-09-01,18850
19082508280350282019-09-01,18851
19082508314969662019-09-01,18852
19082508322173312019-09-01,18853
19082508485169372019-09-01,18854
19082508564811362019-09-01,18855
19082509094976662019-09-01,18856
19082509550131042019-09-01,18857
19082510100120392019-09-01,18858
19082510132893142019-09-01,18859
19082510154548712019-09-01,18860
19082510241565112019-09-01,18861
19082510254821812019-09-01,18862
19082511262147012019-09-01,18863
19082511290238272019-09-01,18864
19082512415934002019-09-01,18865
19082512524488922019-09-01,18866
19082513153617832019-09-01,18867
19082513265925722019-09-01,18868
19082514062940882019-09-01,18869
19082515000950052019-09-01,18870
19082515035955892019-09-01,18871
19082515111134932019-09-01,18872
19082515400525152019-09-01,18873
19082515410264802019-09-01,18874
19082515563076242019-09-01,18875
19082605452563602019-09-01,18876
19082607422426112019-09-01,18877
19082608084599342019-09-01,18878
1908260839515002019-09-01,18879
19082608523417552019-09-01,18880
19082609340837972019-09-01,18881
19082609352920612019-09-01,18882
1908260939226002019-09-01,18883
1908260948026122019-09-01,18884
19082609561020002019-09-01,18885
19082610184053902019-09-01,18886
19082610361497322019-09-01,18887
19082610493664072019-09-01,18888
19082610535379332019-09-01,18889
19082611190268972019-09-01,18890
19082611543897902019-09-01,18891
19082612030851522019-09-01,18892
19082612514993642019-09-01,18893
19082613040680742019-09-01,18894
19082614144391412019-09-01,18895
19082615303055112019-09-01,18896
19082615315952412019-09-01,18897
190826153357292019-09-01,18898
19082616104199682019-09-01,18899
19082707093119352019-09-01,18900
19082707195493712019-09-01,18901
19082707593729122019-09-01,18902
19082708054196582019-09-01,18903
19082708062241262019-09-01,18904
19082708423193512019-09-01,18905
1908270900446322019-09-01,18906
19082709430249842019-09-01,18907
19082709461794312019-09-01,18908
190827095411672019-09-01,18909
19082710042192292019-09-01,18910
19082710284288892019-09-01,18911
19082710435587812019-09-01,18912
19082711283079212019-09-01,18913
19082711404510912019-09-01,18914
19082712233433002019-09-01,18915
19082713161033652019-09-01,18916
19082713241729452019-09-01,18917
19082713293467392019-09-01,18918
19082713311359182019-09-01,18919
19082713314250382019-09-01,18920
19082713341699062019-09-01,18921
19082713342975442019-09-01,18922
19082713344293352019-09-01,18923
19082713345423682019-09-01,18924
19082713350852332019-09-01,18925
19082713352797702019-09-01,18926
19082713353769062019-09-01,18927
19082713364057532019-09-01,18928
19082713365528472019-09-01,18929
19082713371044782019-09-01,18930
19082713372349452019-09-01,18931
19082713375589072019-09-01,18932
19082713380613072019-09-01,18933
19082713382248552019-09-01,18934
19082713385480592019-09-01,18935
19082713390819052019-09-01,18936
19082713392456752019-09-01,18937
19082713394937772019-09-01,18938
19082713400262982019-09-01,18939
19082713462511562019-09-01,18940
1908271349232992019-09-01,18941
19082713500453112019-09-01,18942
19082713520882102019-09-01,18943
19082713544172142019-09-01,18944
19082713545947722019-09-01,18945
19082713552341312019-09-01,18946
19082713554091452019-09-01,18947
19082713555734682019-09-01,18948
19082714302239202019-09-01,18949
19082714404310762019-09-01,18950
19082714545388542019-09-01,18951
1908280645551652019-09-01,18952
19082807053031822019-09-01,18953
19082807191875172019-09-01,18954
19082807315265292019-09-01,18955
1908280743444862019-09-01,18956
19082807464188382019-09-01,18957
19082807493349122019-09-01,18958
19082807512952192019-09-01,18959
19082807533773802019-09-01,18960
19082807565910672019-09-01,18961
19082808100130222019-09-01,18962
1908280956138022019-09-01,18963
19082810203672642019-09-01,18964
19082811390074032019-09-01,18965
19082812093865022019-09-01,18966
19082814433044772019-09-01,18967
1908281507387372019-09-01,18968
19082815080520762019-09-01,18969
19082816070482662019-09-01,18970
1908281629317192019-09-01,18971
19082818435140042019-09-01,18972
1908290814439702019-09-01,18973
19082908220797532019-09-01,18974
19082909233371172019-09-01,18975
19082910083121702019-09-01,18976
19082910360822222019-09-01,18977
19082910394944142019-09-01,18978
19082912313377622019-09-01,18979
19082912521031842019-09-01,18980
19082914505778382019-09-01,18981
19082915112636842019-09-01,18982
19082915323256152019-09-01,18983
1908291628298692019-09-01,18984
19082917053444322019-09-01,18985
19082917272838032019-09-01,18986
19083007195733192019-09-01,18987
19083009173058642019-09-01,18988
1908300925216412019-09-01,18989
19083010075025152019-09-01,18990
19083010125431442019-09-01,18991
190830105259512019-09-01,18992
1908301156134732019-09-01,18993
19083014155947002019-09-01,18994
19083014265774092019-09-01,18995
19083015331148742019-09-01,18996
19083108240961512019-09-01,18997
19083108282987812019-09-01,18998
19083109545533562019-09-01,18999
19083111435962622019-09-01,19000
19090109274541822019-09-01,19001
19090109501141272019-09-01,19002
19090111040945732019-09-01,19003
19090112392219862019-09-01,19004
19090115162820222019-09-01,19005
1909020751258392019-09-01,19006
1909020815166932019-09-01,19007
19090210454070342019-09-01,19008
19090211075240072019-09-01,19009
19090213510343072019-09-01,19010
19090214203215412019-09-01,19011
19090216112265302019-09-01,19012
19090307030011072019-09-01,19013
19090308511385762019-09-01,19014
19090309275585792019-09-01,19015
19090309521688592019-09-01,19016
19090310004279572019-09-01,19017
19090310004825902019-09-01,19018
19090311052453892019-09-01,19019
1909031128462862019-09-01,19020
19090311290755342019-09-01,19021
19090311350584972019-09-01,19022
19090312213840522019-09-01,19023
19090313283423082019-09-01,19024
19090313461342992019-09-01,19025
1909031410156002019-09-01,19026
19090314455288062019-09-01,19027
19090315270359422019-09-01,19028
19090316113548832019-09-01,19029
19090406550230632019-09-01,19030
19090407280913252019-09-01,19031
19090408063213652019-09-01,19032
19090409084472592019-09-01,19033
19090409130438632019-09-01,19034
19090409323863732019-09-01,19035
19090409372867392019-09-01,19036
19090409475535322019-09-01,19037
19090410345430782019-09-01,19038
19090411001161132019-09-01,19039
1909041106079672019-09-01,19040
19090412201633722019-09-01,19041
19090413104436212019-09-01,19042
19090413540949742019-09-01,19043
19090415001952322019-09-01,19044
19090415043289892019-09-01,19045
19090415285291482019-09-01,19046
19090415304814012019-09-01,19047
19090416265014842019-09-01,19048
19090416314020552019-09-01,19049
19090510191130132019-09-01,19050
19090510361057812019-09-01,19051
1909051056339352019-09-01,19052
19090511320896332019-09-01,19053
19090512172171562019-09-01,19054
19090512185567332019-09-01,19055
19090512255098212019-09-01,19056
19090512521082082019-09-01,19057
19090512543234682019-09-01,19058
19090514044836832019-09-01,19059
19090514412972342019-09-01,19060
19090515125576392019-09-01,19061
19090515314298012019-09-01,19062
19090515551266032019-09-01,19063
1909051611489862019-09-01,19064
19090516441022112019-09-01,19065
19090607481916412019-09-01,19066
19090609052332322019-09-01,19067
19090609224136052019-09-01,19068
19090609325015232019-09-01,19069
19090609483437922019-09-01,19070
19090610191552122019-09-01,19071
19090610390762202019-09-01,19072
19090610502480512019-09-01,19073
1909061235294672019-09-01,19074
19090613143482162019-09-01,19075
19090613221762042019-09-01,19076
19090613333416462019-09-01,19077
19090614110655932019-09-01,19078
1909061441358042019-09-01,19079
19090707233789682019-09-01,19080
19090708491946902019-09-01,19081
19090709001216762019-09-01,19082
19090710013255062019-09-01,19083
19090710021256132019-09-01,19084
1909071038204612019-09-01,19085
19090710403998792019-09-01,19086
19090710472777982019-09-01,19087
19090711453992982019-09-01,19088
19090712373728522019-09-01,19089
19090712441758402019-09-01,19090
19090713115383502019-09-01,19091
19090714222059822019-09-01,19092
19090714320826982019-09-01,19093
19090715400470792019-09-01,19094
1909080743209952019-09-01,19095
19090808051745002019-09-01,19096
19090808220599682019-09-01,19097
19090808401477152019-09-01,19098
19090809384315462019-09-01,19099
19090810174391862019-09-01,19100
19090810262897952019-09-01,19101
19090810445412012019-09-01,19102
19090810525251472019-09-01,19103
190908113155922019-09-01,19104
19090812263394112019-09-01,19105
19090814335325272019-09-01,19106
19090814593895722019-09-01,19107
19090815220357872019-09-01,19108
1909090730127142019-09-01,19109
19090908131014782019-09-01,19110
190909081942702019-09-01,19111
19090908262493192019-09-01,19112
1909090903517902019-09-01,19113
19090909382131832019-09-01,19114
19090910003856112019-09-01,19115
19090910430247572019-09-01,19116
19090911190028072019-09-01,19117
19090911352933442019-09-01,19118
19090912373678792019-09-01,19119
19090913445695762019-09-01,19120
19090913550260912019-09-01,19121
19090914415860322019-09-01,19122
19090915030269872019-09-01,19123
19090915291012492019-09-01,19124
1909091529562972019-09-01,19125
19090917012294872019-09-01,19126
19091007070429562019-09-01,19127
19091007451158832019-09-01,19128
19091008273548092019-09-01,19129
19091008292914272019-09-01,19130
19091009445860032019-09-01,19131
19091010202825312019-09-01,19132
1909101043162232019-09-01,19133
19091011022832712019-09-01,19134
19091011292867822019-09-01,19135
19091011442779432019-09-01,19136
19091012081039042019-09-01,19137
19091014020862912019-09-01,19138
19091014040279872019-09-01,19139
19091014155674552019-09-01,19140
19091015201447492019-09-01,19141
19091015401865132019-09-01,19142
1909101554141972019-09-01,19143
19091016242632172019-09-01,19144
19091018271061682019-09-01,19145
19091107101826822019-09-01,19146
19091107154892642019-09-01,19147
19091108563088872019-09-01,19148
19091109381867892019-09-01,19149
19091109555072352019-09-01,19150
1909111002184352019-09-01,19151
19091110051562902019-09-01,19152
19091110112670702019-09-01,19153
19091110251851622019-09-01,19154
19091110364931702019-09-01,19155
19091110384749622019-09-01,19156
19091110523280462019-09-01,19157
19091111193264532019-09-01,19158
19091111282323452019-09-01,19159
1909111138215262019-09-01,19160
19091111400646782019-09-01,19161
19091111481367532019-09-01,19162
19091111594339782019-09-01,19163
19091113094518502019-09-01,19164
19091113224421842019-09-01,19165
19091114022631082019-09-01,19166
19091114155359002019-09-01,19167
19091115341783932019-09-01,19168
19091115472974102019-09-01,19169
1909120711114072019-09-01,19170
19091208380979052019-09-01,19171
19091208413095022019-09-01,19172
19091208493656212019-09-01,19173
19091208541017592019-09-01,19174
19091209103470002019-09-01,19175
19091210244494572019-09-01,19176
19091210320299452019-09-01,19177
19091210514943522019-09-01,19178
19091211003798072019-09-01,19179
19091211354195342019-09-01,19180
19091211372322212019-09-01,19181
19091212545762672019-09-01,19182
19091212552098802019-09-01,19183
19091212553850082019-09-01,19184
1909121257525812019-09-01,19185
19091213392611532019-09-01,19186
19091214415310932019-09-01,19187
19091215203261542019-09-01,19188
19091216254659032019-09-01,19189
19091216534931832019-09-01,19190
19091308273879182019-09-01,19191
19091308332062672019-09-01,19192
19091308562911622019-09-01,19193
1909131027246702019-09-01,19194
19091310411899702019-09-01,19195
19091313223779852019-09-01,19196
19091313543696382019-09-01,19197
19091316090436432019-09-01,19198
19091317094539792019-09-01,19199
19091409012081862019-09-01,19200
19091409123937322019-09-01,19201
19091409165835602019-09-01,19202
19091410313446782019-09-01,19203
19091410313994562019-09-01,19204
19091413013636962019-09-01,19205
19091413225863692019-09-01,19206
19091414565216432019-09-01,19207
19091415521798232019-09-01,19208
19091508054890802019-09-01,19209
19091508430186432019-09-01,19210
19091510375746212019-09-01,19211
1909151148187442019-09-01,19212
19091513312610502019-09-01,19213
19091513583487892019-09-01,19214
19091514120886492019-09-01,19215
19091517223444812019-09-01,19216
19091520213334112019-09-01,19217
1909160828428502019-09-01,19218
19091608370440792019-09-01,19219
19091609543733012019-09-01,19220
19091611055888472019-09-01,19221
19091611165761452019-09-01,19222
19091611222471222019-09-01,19223
19091612294551912019-09-01,19224
19091613021660362019-09-01,19225
19091614111756352019-09-01,19226
19091707453341362019-09-01,19227
19091708263212722019-09-01,19228
1909170905296382019-09-01,19229
1909171011475162019-09-01,19230
19091710233360982019-09-01,19231
19091710350129532019-09-01,19232
19091710381013342019-09-01,19233
19091711200658722019-09-01,19234
19091712483386112019-09-01,19235
19091713004964382019-09-01,19236
19091713544025252019-09-01,19237
19091715420877212019-09-01,19238
1909180841359912019-09-01,19239
19091809020847062019-09-01,19240
19091809171871092019-09-01,19241
19091811230087762019-09-01,19242
19091811443872692019-09-01,19243
1909181153142852019-09-01,19244
19091812285098082019-09-01,19245
19091812314237352019-09-01,19246
19091814235969842019-09-01,19247
19091814411757512019-09-01,19248
19091815053039882019-09-01,19249
19091815532345352019-09-01,19250
19091909574194742019-09-01,19251
19091910290434712019-09-01,19252
